Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,18-12-2017,,,,,,,,
Gegevens beschikbaar:,27-04-1962,tot:,23-01-2013,,,,,,,,
Datum: ,18-12-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B32F0020,002,32FP0020,170760,472670,1896,28-01-1955,28-01-1955,01-02-1998,1942,46,-4004,-4104
B32F0020,002,32FP0020,170760,472670,1896,28-01-1955,01-02-1998,23-01-2013,1938,42,-4004,-4104


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B32F0020,002,27-04-1962,339,293,1603,,,,,,
B32F0020,002,06-09-1962,387,341,1555,,,,,,
B32F0020,002,29-10-1962,411,365,1531,,,,,,
B32F0020,002,18-12-1962,429,383,1513,,,,,,
B32F0020,002,26-04-1963,428,382,1514,,,,,,
B32F0020,002,29-08-1963,451,405,1491,,,,,,
B32F0020,002,17-10-1963,426,380,1516,,,,,,
B32F0020,002,17-12-1963,415,369,1527,,,,,,
B32F0020,002,01-05-1964,464,418,1478,,,,,,
B32F0020,002,26-08-1964,503,457,1439,,,,,,
B32F0020,002,14-10-1964,523,477,1419,,,,,,
B32F0020,002,14-12-1964,529,483,1413,,,,,,
B32F0020,002,26-04-1965,491,445,1451,,,,,,
B32F0020,002,02-09-1965,468,422,1474,,,,,,
B32F0020,002,14-10-1965,457,411,1485,,,,,,
B32F0020,002,15-12-1965,458,412,1484,,,,,,
B32F0020,002,16-02-1966,382,336,1560,,,,,,
B32F0020,002,03-05-1966,343,297,1599,,,,,,
B32F0020,002,29-08-1966,360,314,1582,,,,,,
B32F0020,002,13-10-1966,394,348,1548,,,,,,
B32F0020,002,13-12-1966,387,341,1555,,,,,,
B32F0020,002,02-05-1967,362,316,1580,,,,,,
B32F0020,002,30-08-1967,441,395,1501,,,,,,
B32F0020,002,13-10-1967,468,422,1474,,,,,,
B32F0020,002,30-10-1967,468,422,1474,,,,,,
B32F0020,002,15-12-1967,459,413,1483,,,,,,
B32F0020,002,29-04-1968,432,386,1510,,,,,,
B32F0020,002,28-08-1968,481,435,1461,,,,,,
B32F0020,002,15-10-1968,474,428,1468,,,,,,
B32F0020,002,16-12-1968,464,418,1478,,,,,,
B32F0020,002,28-04-1969,458,412,1484,,,,,,
B32F0020,002,29-08-1969,492,446,1450,,,,,,
B32F0020,002,14-10-1969,500,454,1442,,,,,,
B32F0020,002,15-12-1969,526,480,1416,,,,,,
B32F0020,002,28-04-1970,495,449,1447,,,,,,
B32F0020,002,27-08-1970,529,483,1413,,,,,,
B32F0020,002,14-10-1970,545,499,1397,,,,,,
B32F0020,002,14-12-1970,534,488,1408,,,,,,
B32F0020,002,28-04-1971,531,485,1411,,,,,,
B32F0020,002,27-08-1971,565,519,1377,,,,,,
B32F0020,002,14-10-1971,584,538,1358,,,,,,
B32F0020,002,15-12-1971,608,562,1334,,,,,,
B32F0020,002,28-04-1972,650,604,1292,,,,,,
B32F0020,002,28-08-1972,659,613,1283,,,,,,
B32F0020,002,13-10-1972,666,620,1276,,,,,,
B32F0020,002,14-12-1972,676,630,1266,,,,,,
B32F0020,002,27-04-1973,671,625,1271,,,,,,
B32F0020,002,29-08-1973,684,638,1258,,,,,,
B32F0020,002,12-10-1973,694,648,1248,,,,,,
B32F0020,002,14-12-1973,695,649,1247,,,,,,
B32F0020,002,02-05-1974,668,622,1274,,,,,,
