Titel: 
Gebruikersnaam: 
Periode aangevraagd: 01/01/1800-18/12/2017
Datum: 18/12/2017
Referentie: Maaiveld (MV)


LOCATIE,FILTERNUMMER,EXTERNE AANDUIDING,X-COORDINAAT,Y-COORDINAAT,MAAIVELD NAP,GESCHAT,MEETPUNT NAP,BOVENKANT FILTER,ONDERKANT FILTER,START DATUM,EIND DATUM
B32E0305,002,32EP7804,166550,472985,545,,548,298,248,1985/03/14,1988/06/14
B32E0305,002,32EP7804,166550,472985,545,,554,304,254,1988/06/14,1991/06/06

LOCATIE,FILTERNUMMER,PEIL DATUM TIJD,STAND (MV),BIJZONDERHEID
B32E0305,002,1985/03/14 00:00:00,0,
B32E0305,002,1985/03/28 00:00:00,-2,
B32E0305,002,1985/04/15 00:00:00,,O
B32E0305,002,1985/04/29 00:00:00,,N
B32E0305,002,1985/05/14 00:00:00,,O
B32E0305,002,1985/05/29 00:00:00,17,
B32E0305,002,1985/06/17 00:00:00,,O
B32E0305,002,1985/06/28 00:00:00,,O
B32E0305,002,1985/07/12 00:00:00,37,
B32E0305,002,1985/07/29 00:00:00,5,
B32E0305,002,1985/08/19 00:00:00,2,
B32E0305,002,1985/08/28 00:00:00,20,
B32E0305,002,1985/09/16 00:00:00,21,
B32E0305,002,1985/10/02 00:00:00,,N
B32E0305,002,1985/10/15 00:00:00,25,
B32E0305,002,1985/10/31 00:00:00,18,
B32E0305,002,1985/11/14 00:00:00,,O
B32E0305,002,1986/01/28 00:00:00,,O
B32E0305,002,1986/03/14 00:00:00,18,
B32E0305,002,1986/04/14 00:00:00,2,
B32E0305,002,1986/04/28 00:00:00,8,
B32E0305,002,1986/06/30 00:00:00,81,
B32E0305,002,1986/07/14 00:00:00,94,
B32E0305,002,1986/07/28 00:00:00,103,
B32E0305,002,1987/03/13 00:00:00,,O
B32E0305,002,1987/03/30 00:00:00,,O
B32E0305,002,1987/04/15 00:00:00,,O
B32E0305,002,1987/04/29 00:00:00,26,
B32E0305,002,1987/05/14 00:00:00,3,
B32E0305,002,1987/05/28 00:00:00,22,
B32E0305,002,1987/06/14 00:00:00,2,
B32E0305,002,1987/06/28 00:00:00,23,
B32E0305,002,1987/07/14 00:00:00,71,
B32E0305,002,1987/07/28 00:00:00,2,
B32E0305,002,1987/08/14 00:00:00,2,
B32E0305,002,1987/08/28 00:00:00,15,
B32E0305,002,1987/09/14 00:00:00,24,
B32E0305,002,1987/09/28 00:00:00,-3,
B32E0305,002,1988/06/14 00:00:00,72,
B32E0305,002,1988/06/28 00:00:00,73,
B32E0305,002,1988/07/14 00:00:00,37,
B32E0305,002,1988/07/28 00:00:00,26,
B32E0305,002,1988/08/14 00:00:00,,N
B32E0305,002,1988/08/28 00:00:00,25,
B32E0305,002,1988/09/14 00:00:00,54,
B32E0305,002,1988/09/28 00:00:00,,N
B32E0305,002,1988/10/14 00:00:00,4,
B32E0305,002,1988/10/28 00:00:00,14,
B32E0305,002,1988/11/14 00:00:00,0,
B32E0305,002,1988/11/28 00:00:00,10,
B32E0305,002,1988/12/14 00:00:00,-9,
B32E0305,002,1988/12/30 00:00:00,-9,
B32E0305,002,1989/01/16 00:00:00,-2,
B32E0305,002,1989/01/30 00:00:00,-1,
B32E0305,002,1989/02/14 00:00:00,-5,
B32E0305,002,1989/02/28 00:00:00,-9,
B32E0305,002,1989/03/14 00:00:00,-9,
B32E0305,002,1989/03/30 00:00:00,-3,
B32E0305,002,1989/04/14 00:00:00,-9,
B32E0305,002,1989/04/28 00:00:00,-9,
B32E0305,002,1989/05/15 00:00:00,33,
B32E0305,002,1989/05/31 00:00:00,10,
B32E0305,002,1989/06/14 00:00:00,45,
B32E0305,002,1989/06/28 00:00:00,65,
B32E0305,002,1989/07/14 00:00:00,84,
B32E0305,002,1989/07/27 00:00:00,86,
B32E0305,002,1989/08/14 00:00:00,98,
B32E0305,002,1989/08/25 00:00:00,85,
B32E0305,002,1989/09/14 00:00:00,60,
B32E0305,002,1989/09/27 00:00:00,77,
B32E0305,002,1989/10/13 00:00:00,59,
B32E0305,002,1989/10/30 00:00:00,33,
B32E0305,002,1989/11/14 00:00:00,33,
B32E0305,002,1989/11/30 00:00:00,36,
B32E0305,002,1989/12/14 00:00:00,-3,
B32E0305,002,1989/12/28 00:00:00,,N
B32E0305,002,1990/01/15 00:00:00,7,
B32E0305,002,1990/01/30 00:00:00,-9,
