Titel: 
Gebruikersnaam: 
Periode aangevraagd: 01/01/1800-18/12/2017
Datum: 18/12/2017
Referentie: Maaiveld (MV)


LOCATIE,FILTERNUMMER,EXTERNE AANDUIDING,X-COORDINAAT,Y-COORDINAAT,MAAIVELD NAP,GESCHAT,MEETPUNT NAP,BOVENKANT FILTER,ONDERKANT FILTER,START DATUM,EIND DATUM
B32E0304,001,32EP7803,165555,472620,302,,307,54,4,1991/06/06,2005/02/22

LOCATIE,FILTERNUMMER,PEIL DATUM TIJD,STAND (MV),BIJZONDERHEID
B32E0304,001,1991/06/15 00:00:00,56,
B32E0304,001,1991/06/30 00:00:00,29,
B32E0304,001,1991/07/15 00:00:00,68,
B32E0304,001,1991/07/31 00:00:00,95,
B32E0304,001,1991/08/15 00:00:00,116,
B32E0304,001,1991/08/30 00:00:00,130,
B32E0304,001,1991/09/16 00:00:00,139,
B32E0304,001,1991/09/30 00:00:00,124,
B32E0304,001,1991/10/16 00:00:00,102,
B32E0304,001,1991/10/31 00:00:00,93,
B32E0304,001,1991/11/15 00:00:00,32,
B32E0304,001,1991/11/28 00:00:00,48,
B32E0304,001,1991/12/15 00:00:00,66,
B32E0304,001,1991/12/30 00:00:00,43,
B32E0304,001,1992/01/15 00:00:00,41,
B32E0304,001,1992/01/30 00:00:00,48,
B32E0304,001,1992/02/15 00:00:00,42,
B32E0304,001,1992/02/28 00:00:00,58,
B32E0304,001,1992/03/15 00:00:00,47,
B32E0304,001,1992/03/31 00:00:00,45,
B32E0304,001,1992/04/15 00:00:00,51,
B32E0304,001,1992/04/29 00:00:00,42,
B32E0304,001,1992/05/14 00:00:00,56,
B32E0304,001,1992/05/29 00:00:00,101,
B32E0304,001,1992/06/15 00:00:00,73,
B32E0304,001,1992/06/30 00:00:00,87,
B32E0304,001,1992/07/16 00:00:00,117,
B32E0304,001,1992/07/30 00:00:00,123,
B32E0304,001,1992/08/14 00:00:00,115,
B32E0304,001,1992/08/28 00:00:00,90,
B32E0304,001,1992/09/15 00:00:00,107,
B32E0304,001,1992/09/30 00:00:00,94,
B32E0304,001,1992/10/15 00:00:00,79,
B32E0304,001,1992/10/30 00:00:00,66,
B32E0304,001,1992/11/16 00:00:00,63,
B32E0304,001,1992/11/30 00:00:00,54,
B32E0304,001,1992/12/16 00:00:00,65,
B32E0304,001,1992/12/30 00:00:00,49,
B32E0304,001,1993/01/15 00:00:00,48,
B32E0304,001,1993/01/30 00:00:00,39,
B32E0304,001,1993/02/15 00:00:00,67,
B32E0304,001,1993/02/27 00:00:00,58,
B32E0304,001,1993/03/16 00:00:00,67,
B32E0304,001,1993/03/30 00:00:00,71,
B32E0304,001,1993/04/15 00:00:00,70,
B32E0304,001,1993/04/30 00:00:00,67,
B32E0304,001,1993/05/15 00:00:00,63,
B32E0304,001,1993/05/30 00:00:00,71,
B32E0304,001,1993/06/15 00:00:00,80,
B32E0304,001,1993/06/30 00:00:00,87,
