Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,18-12-2017,,,,,,,,
Gegevens beschikbaar:,19-08-1958,tot:,30-11-2004,,,,,,,,
Datum: ,18-12-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B32E0003,002,32EP0003,161950,474950,68,16-05-1958,02-07-1958,30-07-1971,127,59,-10232,-10332
B32E0003,002,32EP0003,161950,474950,68,16-05-1958,30-07-1971,12-10-1989,141,73,-10232,-10332
B32E0003,002,32EP0003,161950,474950,68,16-05-1958,12-10-1989,30-11-2004,132,64,-10232,-10332


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B32E0003,002,19-08-1958,-206,-265,333,,,,,,
B32E0003,002,19-09-1958,-206,-265,333,,,,,,
B32E0003,002,12-11-1958,-217,-276,344,,,,,,
B32E0003,002,15-12-1958,-218,-277,345,,,,,,
B32E0003,002,16-02-1959,,,,D,,,,,
B32E0003,002,16-03-1959,-213,-272,340,,,,,,
B32E0003,002,14-04-1959,-215,-274,342,,,,,,
B32E0003,002,13-05-1959,-206,-265,333,,,,,,
B32E0003,002,17-06-1959,-183,-242,310,,,,,,
B32E0003,002,17-08-1959,-179,-238,306,,,,,,
B32E0003,002,21-09-1959,-160,-219,287,,,,,,
B32E0003,002,14-10-1959,-162,-221,289,,,,,,
B32E0003,002,13-11-1959,-154,-213,281,,,,,,
B32E0003,002,10-12-1959,,,,B,,,,,
B32E0003,002,03-02-1960,-188,-247,315,,,,,,
B32E0003,002,01-03-1960,-190,-249,317,,,,,,
B32E0003,002,08-04-1960,-190,-249,317,,,,,,
B32E0003,002,06-05-1960,-181,-240,308,,,,,,
B32E0003,002,04-06-1960,-174,-233,301,,,,,,
B32E0003,002,07-07-1960,-166,-225,293,,,,,,
B32E0003,002,04-08-1960,-190,-249,317,,,,,,
B32E0003,002,08-09-1960,-194,-253,321,,,,,,
B32E0003,002,07-10-1960,-192,-251,319,,,,,,
B32E0003,002,07-11-1960,-214,-273,341,,,,,,
B32E0003,002,05-12-1960,-227,-286,354,,,,,,
B32E0003,002,03-01-1961,-214,-273,341,,,,,,
B32E0003,002,01-02-1961,-231,-290,358,,,,,,
B32E0003,002,03-03-1961,-216,-275,343,,,,,,
B32E0003,002,06-04-1961,-222,-281,349,,,,,,
B32E0003,002,10-05-1961,-219,-278,346,,,,,,
B32E0003,002,07-06-1961,-198,-257,325,,,,,,
B32E0003,002,06-07-1961,-185,-244,312,,,,,,
B32E0003,002,04-08-1961,-196,-255,323,,,,,,
B32E0003,002,04-09-1961,-200,-259,327,,,,,,
B32E0003,002,09-10-1961,-197,-256,324,,,,,,
B32E0003,002,06-11-1961,-210,-269,337,,,,,,
B32E0003,002,06-12-1961,-227,-286,354,,,,,,
B32E0003,002,07-02-1962,-221,-280,348,,,,,,
B32E0003,002,13-03-1962,-216,-275,343,,,,,,
B32E0003,002,19-04-1962,-219,-278,346,,,,,,
B32E0003,002,07-05-1962,-215,-274,342,,,,,,
B32E0003,002,06-06-1962,-210,-269,337,,,,,,
B32E0003,002,06-07-1962,-206,-265,333,,,,,,
B32E0003,002,09-08-1962,-202,-261,329,,,,,,
B32E0003,002,05-09-1962,-203,-262,330,,,,,,
B32E0003,002,18-10-1962,-197,-256,324,,,,,,
B32E0003,002,07-11-1962,-210,-269,337,,,,,,
B32E0003,002,21-03-1963,-210,-269,337,,,,,,
B32E0003,002,03-04-1963,-206,-265,333,,,,,,
B32E0003,002,08-05-1963,-205,-264,332,,,,,,
B32E0003,002,11-06-1963,-193,-252,320,,,,,,
B32E0003,002,02-07-1963,-193,-252,320,,,,,,
B32E0003,002,06-08-1963,-188,-247,315,,,,,,
B32E0003,002,03-09-1963,-192,-251,319,,,,,,
B32E0003,002,02-10-1963,-213,-272,340,,,,,,
B32E0003,002,05-11-1963,-206,-265,333,,,,,,
B32E0003,002,03-12-1963,-212,-271,339,,,,,,
B32E0003,002,07-01-1964,-201,-260,328,,,,,,
B32E0003,002,06-03-1964,-197,-256,324,,,,,,
B32E0003,002,07-04-1964,-203,-262,330,,,,,,
B32E0003,002,10-04-1964,-201,-260,328,,,,,,
B32E0003,002,12-05-1964,-192,-251,319,,,,,,
B32E0003,002,29-06-1964,-197,-256,324,,,,,,
B32E0003,002,20-07-1964,-175,-234,302,,,,,,
B32E0003,002,07-08-1964,-173,-232,300,,,,,,
B32E0003,002,29-09-1964,-176,-235,303,,,,,,
B32E0003,002,09-10-1964,-182,-241,309,,,,,,
B32E0003,002,16-11-1964,-187,-246,314,,,,,,
B32E0003,002,04-12-1964,-211,-270,338,,,,,,
B32E0003,002,08-01-1965,-198,-257,325,,,,,,
B32E0003,002,04-02-1965,-193,-252,320,,,,,,
B32E0003,002,01-04-1965,-194,-253,321,,,,,,
B32E0003,002,27-04-1965,-201,-260,328,,,,,,
