Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,18-12-2017,,,,,,,,
Gegevens beschikbaar:,20-09-2012,tot:,11-07-2017,,,,,,,,
Datum: ,18-12-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B32E1199,001,,166107,473198,477,18-04-2012,18-04-2012,11-07-2017,529,47,362,262


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B32E1199,001,20-09-2012,194,147,335,,,,,,
B32E1199,001,21-09-2012,195,148,334,,,,,,
B32E1199,001,22-09-2012,197,150,332,,,,,,
B32E1199,001,23-09-2012,199,152,330,,,,,,
B32E1199,001,24-09-2012,181,134,348,,,,,,
B32E1199,001,25-09-2012,173,126,356,,,,,,
B32E1199,001,26-09-2012,174,127,355,,,,,,
B32E1199,001,27-09-2012,175,128,354,,,,,,
B32E1199,001,28-09-2012,176,129,353,,,,,,
B32E1199,001,29-09-2012,176,129,353,,,,,,
B32E1199,001,30-09-2012,178,131,351,,,,,,
B32E1199,001,01-10-2012,179,132,350,,,,,,
B32E1199,001,02-10-2012,181,134,348,,,,,,
B32E1199,001,03-10-2012,181,134,348,,,,,,
B32E1199,001,04-10-2012,173,126,356,,,,,,
B32E1199,001,05-10-2012,163,116,366,,,,,,
B32E1199,001,06-10-2012,133,86,396,,,,,,
B32E1199,001,07-10-2012,137,90,392,,,,,,
B32E1199,001,08-10-2012,141,94,388,,,,,,
B32E1199,001,09-10-2012,144,97,385,,,,,,
B32E1199,001,10-10-2012,148,101,381,,,,,,
B32E1199,001,11-10-2012,151,104,378,,,,,,
B32E1199,001,12-10-2012,139,92,390,,,,,,
B32E1199,001,13-10-2012,137,90,392,,,,,,
B32E1199,001,14-10-2012,129,82,400,,,,,,
B32E1199,001,15-10-2012,134,87,395,,,,,,
B32E1199,001,16-10-2012,136,89,393,,,,,,
B32E1199,001,17-10-2012,139,92,390,,,,,,
B32E1199,001,18-10-2012,141,94,388,,,,,,
B32E1199,001,19-10-2012,138,91,391,,,,,,
B32E1199,001,20-10-2012,142,95,387,,,,,,
