Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,18-12-2017,,,,,,,,
Gegevens beschikbaar:,13-08-1958,tot:,14-10-2003,,,,,,,,
Datum: ,18-12-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B32E0013,003,32EP0013,165960,472300,419,19-05-1958,19-05-1958,28-08-1972,486,67,-9581,-9681
B32E0013,003,32EP0013,165960,472300,433,28-08-1972,28-08-1972,14-09-1989,408,-25,-9581,-9681
B32E0013,003,32EP0013,165960,472300,433,28-08-1972,14-09-1989,01-02-1998,407,-26,-9581,-9681
B32E0013,003,32EP0013,165960,472300,433,28-08-1972,01-02-1998,14-10-2003,406,-27,-9581,-9681


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B32E0013,003,13-08-1958,-129,-196,615,,,,,,
B32E0013,003,20-08-1958,-130,-197,616,,,,,,
B32E0013,003,02-09-1958,-126,-193,612,,,,,,
B32E0013,003,16-09-1958,-125,-192,611,,,,,,
B32E0013,003,15-10-1958,-144,-211,630,,,,,,
B32E0013,003,22-10-1958,-142,-209,628,,,,,,
B32E0013,003,12-11-1958,-146,-213,632,,,,,,
B32E0013,003,21-11-1958,-139,-206,625,,,,,,
B32E0013,003,02-12-1958,-139,-206,625,,,,,,
B32E0013,003,16-12-1958,-150,-217,636,,,,,,
B32E0013,003,11-03-1959,-151,-218,637,,,,,,
B32E0013,003,14-04-1959,-148,-215,634,,,,,,
B32E0013,003,13-05-1959,-129,-196,615,,,,,,
B32E0013,003,17-06-1959,-108,-175,594,,,,,,
B32E0013,003,17-08-1959,-115,-182,601,,,,,,
B32E0013,003,21-09-1959,-84,-151,570,,,,,,
B32E0013,003,14-10-1959,-79,-146,565,,,,,,
B32E0013,003,13-11-1959,-96,-163,582,,,,,,
B32E0013,003,10-12-1959,,,,B,,,,,
B32E0013,003,03-02-1960,-120,-187,606,,,,,,
B32E0013,003,01-03-1960,-122,-189,608,,,,,,
B32E0013,003,08-04-1960,-115,-182,601,,,,,,
B32E0013,003,06-05-1960,-102,-169,588,,,,,,
B32E0013,003,04-06-1960,-91,-158,577,,,,,,
B32E0013,003,07-07-1960,-88,-155,574,,,,,,
B32E0013,003,04-08-1960,-105,-172,591,,,,,,
B32E0013,003,08-09-1960,-122,-189,608,,,,,,
B32E0013,003,07-10-1960,-134,-201,620,,,,,,
B32E0013,003,07-11-1960,-137,-204,623,,,,,,
B32E0013,003,05-12-1960,-153,-220,639,,,,,,
B32E0013,003,03-01-1961,-151,-218,637,,,,,,
B32E0013,003,01-02-1961,-159,-226,645,,,,,,
B32E0013,003,03-03-1961,-156,-223,642,,,,,,
B32E0013,003,06-04-1961,-156,-223,642,,,,,,
B32E0013,003,10-05-1961,-145,-212,631,,,,,,
B32E0013,003,07-06-1961,-130,-197,616,,,,,,
B32E0013,003,06-07-1961,-117,-184,603,,,,,,
B32E0013,003,04-08-1961,-125,-192,611,,,,,,
B32E0013,003,04-09-1961,-134,-201,620,,,,,,
B32E0013,003,09-10-1961,-134,-201,620,,,,,,
B32E0013,003,06-11-1961,-149,-216,635,,,,,,
B32E0013,003,06-12-1961,-160,-227,646,,,,,,
B32E0013,003,07-02-1962,-171,-238,657,,,,,,
B32E0013,003,13-03-1962,-160,-227,646,,,,,,
B32E0013,003,19-04-1962,-166,-233,652,,,,,,
B32E0013,003,07-05-1962,-155,-222,641,,,,,,
B32E0013,003,06-06-1962,-152,-219,638,,,,,,
B32E0013,003,06-07-1962,-140,-207,626,,,,,,
B32E0013,003,09-08-1962,-136,-203,622,,,,,,
B32E0013,003,05-09-1962,-133,-200,619,,,,,,
B32E0013,003,18-10-1962,-135,-202,621,,,,,,
B32E0013,003,07-11-1962,-135,-202,621,,,,,,
B32E0013,003,21-03-1963,-147,-214,633,,,,,,
B32E0013,003,03-04-1963,-146,-213,632,,,,,,
B32E0013,003,08-05-1963,-145,-212,631,,,,,,
B32E0013,003,11-06-1963,-120,-187,606,,,,,,
B32E0013,003,02-07-1963,-127,-194,613,,,,,,
B32E0013,003,06-08-1963,-115,-182,601,,,,,,
B32E0013,003,03-09-1963,-137,-204,623,,,,,,
B32E0013,003,02-10-1963,-144,-211,630,,,,,,
B32E0013,003,05-11-1963,-144,-211,630,,,,,,
B32E0013,003,03-12-1963,-151,-218,637,,,,,,
B32E0013,003,07-01-1964,-140,-207,626,,,,,,
B32E0013,003,06-03-1964,-134,-201,620,,,,,,
B32E0013,003,07-04-1964,-138,-205,624,,,,,,
B32E0013,003,12-05-1964,-127,-194,613,,,,,,
B32E0013,003,29-06-1964,-112,-179,598,,,,,,
B32E0013,003,20-07-1964,-102,-169,588,,,,,,
B32E0013,003,07-08-1964,-101,-168,587,,,,,,
B32E0013,003,29-09-1964,-107,-174,593,,,,,,
B32E0013,003,15-10-1964,-111,-178,597,,,,,,
B32E0013,003,16-11-1964,-123,-190,609,,,,,,
B32E0013,003,04-12-1964,-127,-194,613,,,,,,
B32E0013,003,08-01-1965,-135,-202,621,,,,,,
B32E0013,003,04-02-1965,-132,-199,618,,,,,,
B32E0013,003,01-04-1965,-131,-198,617,,,,,,
B32E0013,003,27-04-1965,-137,-204,623,,,,,,
B32E0013,003,19-05-1965,-136,-203,622,,,,,,
B32E0013,003,17-06-1965,-131,-198,617,,,,,,
B32E0013,003,15-07-1965,-134,-201,620,,,,,,
B32E0013,003,25-08-1965,-133,-200,619,,,,,,
B32E0013,003,14-09-1965,-143,-210,629,,,,,,
B32E0013,003,13-10-1965,-129,-196,615,,,,,,
B32E0013,003,16-11-1965,,,,Y,,,,,
B32E0013,003,13-12-1965,-161,-228,647,,,,,,
B32E0013,003,24-02-1966,-165,-232,651,,,,,,
B32E0013,003,15-03-1966,-164,-231,650,,,,,,
B32E0013,003,14-04-1966,-173,-240,659,,,,,,
B32E0013,003,10-05-1966,-164,-231,650,,,,,,
B32E0013,003,16-06-1966,-137,-204,623,,,,,,
B32E0013,003,19-07-1966,-156,-223,642,,,,,,
B32E0013,003,19-08-1966,-160,-227,646,,,,,,
B32E0013,003,20-09-1966,-148,-215,634,,,,,,
B32E0013,003,13-10-1966,-150,-217,636,,,,,,
B32E0013,003,15-11-1966,-149,-216,635,,,,,,
B32E0013,003,13-12-1966,-180,-247,666,,,,,,
B32E0013,003,12-01-1967,-178,-245,664,,,,,,
B32E0013,003,16-02-1967,-172,-239,658,,,,,,
B32E0013,003,09-03-1967,-174,-241,660,,,,,,
B32E0013,003,24-04-1967,-163,-230,649,,,,,,
B32E0013,003,11-05-1967,-150,-217,636,,,,,,
B32E0013,003,23-06-1967,-133,-200,619,,,,,,
B32E0013,003,24-07-1967,-121,-188,607,,,,,,
B32E0013,003,10-08-1967,-121,-188,607,,,,,,
B32E0013,003,18-09-1967,-125,-192,611,,,,,,
B32E0013,003,12-10-1967,-130,-197,616,,,,,,
B32E0013,003,16-11-1967,-140,-207,626,,,,,,
B32E0013,003,08-02-1968,-158,-225,644,,,,,,
B32E0013,003,12-03-1968,-147,-214,633,,,,,,
B32E0013,003,11-04-1968,-135,-202,621,,,,,,
B32E0013,003,09-05-1968,-128,-195,614,,,,,,
B32E0013,003,13-06-1968,-124,-191,610,,,,,,
B32E0013,003,25-07-1968,-128,-195,614,,,,,,
B32E0013,003,15-08-1968,-123,-190,609,,,,,,
B32E0013,003,19-09-1968,-130,-197,616,,,,,,
B32E0013,003,10-10-1968,-148,-215,634,,,,,,
B32E0013,003,14-11-1968,-145,-212,631,,,,,,
B32E0013,003,16-01-1969,-144,-211,630,,,,,,
B32E0013,003,13-03-1969,-142,-209,628,,,,,,
B32E0013,003,24-04-1969,-141,-208,627,,,,,,
B32E0013,003,22-05-1969,-135,-202,621,,,,,,
B32E0013,003,19-06-1969,-130,-197,616,,,,,,
B32E0013,003,24-07-1969,-115,-182,601,,,,,,
B32E0013,003,19-08-1969,-100,-167,586,,,,,,
B32E0013,003,22-09-1969,-107,-174,593,,,,,,
B32E0013,003,16-10-1969,-98,-165,584,,,,,,
B32E0013,003,18-11-1969,-117,-184,603,,,,,,
B32E0013,003,13-01-1970,-112,-179,598,,,,,,
B32E0013,003,17-03-1970,-124,-191,610,,,,,,
B32E0013,003,17-04-1970,-127,-194,613,,,,,,
B32E0013,003,21-05-1970,-113,-180,599,,,,,,
B32E0013,003,25-06-1970,-79,-146,565,,,,,,
B32E0013,003,27-07-1970,-97,-164,583,,,,,,
B32E0013,003,10-08-1970,-94,-161,580,,,,,,
B32E0013,003,17-08-1970,-92,-159,578,,,,,,
B32E0013,003,31-08-1970,-83,-150,569,,,,,,
B32E0013,003,14-09-1970,-82,-149,568,,,,,,
B32E0013,003,28-09-1970,-92,-159,578,,,,,,
B32E0013,003,13-10-1970,-95,-162,581,,,,,,
B32E0013,003,26-10-1970,-102,-169,588,,,,,,
B32E0013,003,02-11-1970,-107,-174,593,,,,,,
B32E0013,003,18-11-1970,-115,-182,601,,,,,,
B32E0013,003,16-12-1970,-114,-181,600,,,,,,
B32E0013,003,05-01-1971,,,,Y,,,,,
B32E0013,003,19-01-1971,-113,-180,599,,,,,,
B32E0013,003,05-02-1971,-112,-179,598,,,,,,
B32E0013,003,17-02-1971,-119,-186,605,,,,,,
B32E0013,003,18-03-1971,-112,-179,598,,,,,,
B32E0013,003,02-04-1971,-113,-180,599,,,,,,
B32E0013,003,20-04-1971,-101,-168,587,,,,,,
B32E0013,003,04-05-1971,-96,-163,582,,,,,,
B32E0013,003,18-05-1971,-91,-158,577,,,,,,
B32E0013,003,02-06-1971,-89,-156,575,,,,,,
B32E0013,003,15-06-1971,-88,-155,574,,,,,,
B32E0013,003,29-06-1971,-96,-163,582,,,,,,
B32E0013,003,14-07-1971,-84,-151,570,,,,,,
B32E0013,003,27-07-1971,-76,-143,562,,,,,,
B32E0013,003,11-08-1971,-76,-143,562,,,,,,
B32E0013,003,25-08-1971,-70,-137,556,,,,,,
B32E0013,003,08-09-1971,-65,-132,551,,,,,,
B32E0013,003,22-09-1971,-61,-128,547,,,,,,
B32E0013,003,05-10-1971,-61,-128,547,,,,,,
B32E0013,003,12-10-1971,-64,-131,550,,,,,,
B32E0013,003,20-10-1971,-65,-132,551,,,,,,
B32E0013,003,03-11-1971,-63,-130,549,,,,,,
B32E0013,003,17-11-1971,-66,-133,552,,,,,,
B32E0013,003,07-12-1971,-56,-123,542,,,,,,
B32E0013,003,21-12-1971,-71,-138,557,,,,,,
B32E0013,003,04-01-1972,-66,-133,552,,,,,,
B32E0013,003,03-02-1972,-76,-143,562,,,,,,
B32E0013,003,17-02-1972,-77,-144,563,,,,,,
B32E0013,003,17-03-1972,-72,-139,558,,,,,,
B32E0013,003,07-04-1972,-77,-144,563,,,,,,
B32E0013,003,21-04-1972,-79,-146,565,,,,,,
B32E0013,003,08-05-1972,-71,-138,557,,,,,,
B32E0013,003,23-05-1972,-73,-140,559,,,,,,
B32E0013,003,08-06-1972,-72,-139,558,,,,,,
B32E0013,003,22-06-1972,-70,-137,556,,,,,,
