Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,18-12-2017,,,,,,,,
Gegevens beschikbaar:,29-09-1975,tot:,10-06-2013,,,,,,,,
Datum: ,18-12-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B26H0178,001,26HP0058,178820,475860,2383,18-09-1975,18-09-1975,01-02-1998,2447,64,1583,1383
B26H0178,001,26HP0058,178820,475860,2383,18-09-1975,01-02-1998,10-06-2013,2446,63,1583,1383


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B26H0178,001,29-09-1975,184,120,2263,,,,,,
B26H0178,001,28-10-1975,212,148,2235,,,,,,
B26H0178,001,14-07-1976,237,173,2210,,,,,,
B26H0178,001,28-07-1976,240,176,2207,,,,,,
B26H0178,001,13-08-1976,246,182,2201,,,,,,
B26H0178,001,27-08-1976,251,187,2196,,,,,,
B26H0178,001,14-09-1976,252,188,2195,,,,,,
B26H0178,001,28-09-1976,256,192,2191,,,,,,
B26H0178,001,14-10-1976,257,193,2190,,,,,,
B26H0178,001,28-10-1976,259,195,2188,,,,,,
B26H0178,001,15-11-1976,262,198,2185,,,,,,
B26H0178,001,29-11-1976,262,198,2185,,,,,,
B26H0178,001,14-12-1976,246,182,2201,,,,,,
B26H0178,001,28-12-1976,248,184,2199,,,,,,
B26H0178,001,14-01-1977,244,180,2203,,,,,,
B26H0178,001,28-01-1977,237,173,2210,,,,,,
B26H0178,001,14-02-1977,228,164,2219,,,,,,
B26H0178,001,28-02-1977,219,155,2228,,,,,,
B26H0178,001,14-03-1977,218,154,2229,,,,,,
B26H0178,001,28-03-1977,220,156,2227,,,,,,
B26H0178,001,14-04-1977,212,148,2235,,,,,,
B26H0178,001,14-07-1977,241,177,2206,,,,,,
B26H0178,001,28-07-1977,244,180,2203,,,,,,
B26H0178,001,15-08-1977,255,191,2192,,,,,,
B26H0178,001,29-08-1977,235,171,2212,,,,,,
B26H0178,001,14-09-1977,251,187,2196,,,,,,
B26H0178,001,28-09-1977,255,191,2192,,,,,,
B26H0178,001,14-10-1977,257,193,2190,,,,,,
B26H0178,001,28-10-1977,261,197,2186,,,,,,
B26H0178,001,14-11-1977,250,186,2197,,,,,,
B26H0178,001,28-11-1977,210,146,2237,,,,,,
