Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,18-12-2017,,,,,,,,
Gegevens beschikbaar:,14-04-1980,tot:,24-10-2012,,,,,,,,
Datum: ,18-12-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B32F0091,002,32FP0091,171970,472100,2337,03-12-1979,03-12-1979,01-02-1998,2371,34,-1563,-1763
B32F0091,002,32FP0091,171970,472100,2337,03-12-1979,01-02-1998,24-10-2012,2377,40,-1563,-1763


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B32F0091,002,14-04-1980,1026,992,1345,,,,,,
B32F0091,002,28-04-1980,1024,990,1347,,,,,,
B32F0091,002,14-05-1980,1022,988,1349,,,,,,
B32F0091,002,28-05-1980,1022,988,1349,,,,,,
B32F0091,002,13-06-1980,1026,992,1345,,,,,,
B32F0091,002,27-06-1980,1027,993,1344,,,,,,
B32F0091,002,14-07-1980,1027,993,1344,,,,,,
B32F0091,002,28-07-1980,1029,995,1342,,,,,,
B32F0091,002,14-08-1980,1032,998,1339,,,,,,
B32F0091,002,28-08-1980,1035,1001,1336,,,,,,
B32F0091,002,15-09-1980,1037,1003,1334,,,,,,
B32F0091,002,29-09-1980,1034,1000,1337,,,,,,
B32F0091,002,14-10-1980,1056,1022,1315,,,,,,
B32F0091,002,28-10-1980,1036,1002,1335,,,,,,
B32F0091,002,14-11-1980,1046,1012,1325,,,,,,
B32F0091,002,28-11-1980,1042,1008,1329,,,,,,
B32F0091,002,15-12-1980,1048,1014,1323,,,,,,
B32F0091,002,29-12-1980,1046,1012,1325,,,,,,
B32F0091,002,14-01-1981,1050,1016,1321,,,,,,
B32F0091,002,28-01-1981,1038,1004,1333,,,,,,
B32F0091,002,13-02-1981,1037,1003,1334,,,,,,
B32F0091,002,27-02-1981,1023,989,1348,,,,,,
B32F0091,002,13-03-1981,1017,983,1354,,,,,,
B32F0091,002,27-03-1981,1017,983,1354,,,,,,
