Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,18-12-2017,,,,,,,,
Gegevens beschikbaar:,15-06-1991,tot:,14-11-2017,,,,,,,,
Datum: ,18-12-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B32E0302,001,32EP7802,165535,472925,285,06-06-1991,06-06-1991,06-11-2006,289,4,137,87
B32E0302,001,32EP7802,165535,472925,281,06-11-2006,06-11-2006,07-06-2010,288,7,136,86
B32E0302,001,32EP7802,165535,472925,281,06-11-2006,07-06-2010,14-11-2017,333,52,136,86


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B32E0302,001,15-06-1991,76,72,213,,,,,,
B32E0302,001,30-06-1991,57,53,232,,,,,,
B32E0302,001,15-07-1991,85,81,204,,,,,,
B32E0302,001,31-07-1991,116,112,173,,,,,,
B32E0302,001,15-08-1991,137,133,152,,,,,,
B32E0302,001,30-08-1991,150,146,139,,,,,,
B32E0302,001,16-09-1991,159,155,130,,,,,,
B32E0302,001,30-09-1991,143,139,146,,,,,,
B32E0302,001,16-10-1991,121,117,168,,,,,,
B32E0302,001,31-10-1991,110,106,179,,,,,,
B32E0302,001,15-11-1991,63,59,226,,,,,,
B32E0302,001,28-11-1991,76,72,213,,,,,,
B32E0302,001,15-12-1991,85,81,204,,,,,,
B32E0302,001,30-12-1991,68,64,221,,,,,,
B32E0302,001,15-01-1992,63,59,226,,,,,,
B32E0302,001,30-01-1992,72,68,217,,,,,,
B32E0302,001,15-02-1992,67,63,222,,,,,,
B32E0302,001,28-02-1992,75,71,214,,,,,,
B32E0302,001,15-03-1992,60,56,229,,,,,,
B32E0302,001,31-03-1992,64,60,225,,,,,,
B32E0302,001,15-04-1992,66,62,223,,,,,,
B32E0302,001,29-04-1992,57,53,232,,,,,,
B32E0302,001,14-05-1992,75,71,214,,,,,,
B32E0302,001,29-05-1992,119,115,170,,,,,,
B32E0302,001,15-06-1992,92,88,197,,,,,,
B32E0302,001,30-06-1992,125,121,164,,,,,,
B32E0302,001,16-07-1992,128,124,161,,,,,,
B32E0302,001,30-07-1992,136,132,153,,,,,,
B32E0302,001,14-08-1992,119,115,170,,,,,,
B32E0302,001,28-08-1992,91,87,198,,,,,,
B32E0302,001,15-09-1992,87,83,202,,,,,,
B32E0302,001,30-09-1992,103,99,186,,,,,,
B32E0302,001,15-10-1992,81,77,208,,,,,,
B32E0302,001,30-10-1992,60,56,229,,,,,,
B32E0302,001,16-11-1992,50,46,239,,,,,,
B32E0302,001,30-11-1992,53,49,236,,,,,,
B32E0302,001,16-12-1992,57,53,232,,,,,,
B32E0302,001,30-12-1992,65,61,224,,,,,,
B32E0302,001,15-01-1993,62,58,227,,,,,,
B32E0302,001,30-01-1993,55,51,234,,,,,,
B32E0302,001,15-02-1993,67,63,222,,,,,,
B32E0302,001,27-02-1993,65,61,224,,,,,,
B32E0302,001,16-03-1993,73,69,216,,,,,,
B32E0302,001,30-03-1993,79,75,210,,,,,,
B32E0302,001,15-04-1993,79,75,210,,,,,,
B32E0302,001,30-04-1993,86,82,203,,,,,,
B32E0302,001,15-05-1993,79,75,210,,,,,,
B32E0302,001,30-05-1993,122,118,167,,,,,,
B32E0302,001,15-06-1993,135,131,154,,,,,,
B32E0302,001,30-06-1993,138,134,151,,,,,,
B32E0302,001,15-07-1993,140,136,149,,,,,,
B32E0302,001,30-07-1993,65,61,224,,,,,,
B32E0302,001,15-08-1993,80,76,209,,,,,,
B32E0302,001,30-08-1993,91,87,198,,,,,,
B32E0302,001,15-09-1993,60,56,229,,,,,,
B32E0302,001,30-09-1993,,,,N,,,,,
B32E0302,001,15-10-1993,46,42,243,,,,,,
B32E0302,001,30-10-1993,67,63,222,,,,,,
B32E0302,001,15-11-1993,51,47,238,,,,,,
B32E0302,001,30-11-1993,55,51,234,,,,,,
B32E0302,001,15-12-1993,42,38,247,,,,,,
B32E0302,001,30-12-1993,44,40,245,,,,,,
B32E0302,001,14-01-1994,49,45,240,,,,,,
B32E0302,001,31-01-1994,49,45,240,,,,,,
B32E0302,001,15-02-1994,61,57,228,,,,,,
B32E0302,001,28-02-1994,72,68,217,,,,,,
B32E0302,001,15-03-1994,60,56,229,,,,,,
B32E0302,001,31-03-1994,55,51,234,,,,,,
B32E0302,001,15-04-1994,57,53,232,,,,,,
B32E0302,001,29-04-1994,64,60,225,,,,,,
B32E0302,001,16-05-1994,81,77,208,,,,,,
B32E0302,001,31-05-1994,83,79,206,,,,,,
B32E0302,001,16-06-1994,71,67,218,,,,,,
B32E0302,001,30-06-1994,82,78,207,,,,,,
B32E0302,001,16-07-1994,128,124,161,,,,,,
B32E0302,001,30-07-1994,146,142,143,,,,,,
B32E0302,001,15-08-1994,94,90,195,,,,,,
B32E0302,001,30-08-1994,110,106,179,,,,,,
B32E0302,001,16-09-1994,76,72,213,,,,,,
B32E0302,001,29-09-1994,72,68,217,,,,,,
B32E0302,001,14-10-1994,69,65,220,,,,,,
B32E0302,001,31-10-1994,40,36,249,,,,,,
B32E0302,001,15-11-1994,51,47,238,,,,,,
B32E0302,001,30-11-1994,61,57,228,,,,,,
B32E0302,001,15-12-1994,54,50,235,,,,,,
B32E0302,001,30-12-1994,58,54,231,,,,,,
B32E0302,001,16-01-1995,50,46,239,,,,,,
B32E0302,001,30-01-1995,42,38,247,,,,,,
B32E0302,001,15-02-1995,45,41,244,,,,,,
B32E0302,001,28-02-1995,59,55,230,,,,,,
B32E0302,001,15-03-1995,54,50,235,,,,,,
B32E0302,001,30-03-1995,51,47,238,,,,,,
B32E0302,001,14-04-1995,63,59,226,,,,,,
B32E0302,001,28-04-1995,76,72,213,,,,,,
B32E0302,001,15-05-1995,100,96,189,,,,,,
B32E0302,001,30-05-1995,66,62,223,,,,,,
B32E0302,001,15-06-1995,59,55,230,,,,,,
B32E0302,001,30-06-1995,106,102,183,,,,,,
B32E0302,001,14-07-1995,134,130,155,,,,,,
B32E0302,001,31-07-1995,143,139,146,,,,,,
B32E0302,001,15-08-1995,158,154,131,,,,,,
B32E0302,001,28-08-1995,,,,N,,,,,
B32E0302,001,15-09-1995,166,162,123,,,,,,
B32E0302,001,29-09-1995,140,136,149,,,,,,
B32E0302,001,15-10-1995,134,130,155,,,,,,
B32E0302,001,30-10-1995,138,134,151,,,,,,
B32E0302,001,15-11-1995,133,129,156,,,,,,
B32E0302,001,30-11-1995,116,112,173,,,,,,
B32E0302,001,15-12-1995,115,111,174,,,,,,
B32E0302,001,30-12-1995,93,89,196,,,,,,
B32E0302,001,15-01-1996,86,82,203,,,,,,
B32E0302,001,30-01-1996,98,94,191,,,,,,
B32E0302,001,14-02-1996,76,72,213,,,,,,
B32E0302,001,29-02-1996,64,60,225,,,,,,
B32E0302,001,15-03-1996,74,70,215,,,,,,
B32E0302,001,29-03-1996,79,75,210,,,,,,
B32E0302,001,15-04-1996,82,78,207,,,,,,
B32E0302,001,29-04-1996,90,86,199,,,,,,
B32E0302,001,15-05-1996,108,104,181,,,,,,
B32E0302,001,30-05-1996,96,92,193,,,,,,
B32E0302,001,14-06-1996,133,129,156,,,,,,
B32E0302,001,28-06-1996,142,138,147,,,,,,
B32E0302,001,15-07-1996,127,123,162,,,,,,
B32E0302,001,30-07-1996,149,145,140,,,,,,
B32E0302,001,15-08-1996,138,134,151,,,,,,
B32E0302,001,30-08-1996,132,128,157,,,,,,
B32E0302,001,13-09-1996,139,135,150,,,,,,
B32E0302,001,30-09-1996,135,131,154,,,,,,
B32E0302,001,14-10-1996,115,111,174,,,,,,
B32E0302,001,28-10-1996,78,74,211,,,,,,
B32E0302,001,14-11-1996,65,61,224,,,,,,
B32E0302,001,29-11-1996,55,51,234,,,,,,
B32E0302,001,13-12-1996,62,58,227,,,,,,
B32E0302,001,30-12-1996,,,,N,,,,,
B32E0302,001,14-02-1997,57,53,232,,,,,,
B32E0302,001,28-02-1997,52,48,237,,,,,,
B32E0302,001,14-03-1997,66,62,223,,,,,,
B32E0302,001,28-03-1997,68,64,221,,,,,,
B32E0302,001,14-04-1997,73,69,216,,,,,,
B32E0302,001,28-04-1997,67,63,222,,,,,,
B32E0302,001,14-05-1997,58,54,231,,,,,,
B32E0302,001,28-05-1997,79,75,210,,,,,,
B32E0302,001,13-06-1997,112,108,177,,,,,,
B32E0302,001,27-06-1997,81,77,208,,,,,,
B32E0302,001,14-07-1997,80,76,209,,,,,,
B32E0302,001,28-07-1997,79,75,210,,,,,,
B32E0302,001,14-08-1997,130,126,159,,,,,,
B32E0302,001,28-08-1997,85,81,204,,,,,,
B32E0302,001,15-09-1997,105,101,184,,,,,,
B32E0302,001,29-09-1997,118,114,171,,,,,,
B32E0302,001,14-10-1997,51,47,238,,,,,,
B32E0302,001,28-10-1997,80,76,209,,,,,,
B32E0302,001,14-11-1997,76,72,213,,,,,,
B32E0302,001,28-11-1997,71,67,218,,,,,,
B32E0302,001,15-12-1997,61,57,228,,,,,,
B32E0302,001,29-12-1997,47,43,242,,,,,,
B32E0302,001,15-01-1998,48,44,241,,,,,,
B32E0302,001,28-01-1998,73,69,216,,,,,,
B32E0302,001,16-02-1998,72,68,217,,,,,,
B32E0302,001,28-02-1998,42,38,247,,,,,,
B32E0302,001,13-03-1998,55,51,234,,,,,,
B32E0302,001,27-03-1998,60,56,229,,,,,,
B32E0302,001,14-04-1998,56,52,233,,,,,,
B32E0302,001,28-04-1998,64,60,225,,,,,,
B32E0302,001,14-05-1998,92,88,197,,,,,,
B32E0302,001,28-05-1998,68,64,221,,,,,,
B32E0302,001,15-06-1998,56,52,233,,,,,,
B32E0302,001,29-06-1998,68,64,221,,,,,,
B32E0302,001,14-07-1998,80,76,209,,,,,,
B32E0302,001,28-07-1998,98,94,191,,,,,,
B32E0302,001,15-08-1998,105,101,184,,,,,,
B32E0302,001,28-08-1998,84,80,205,,,,,,
B32E0302,001,14-09-1998,51,47,238,,,,,,
B32E0302,001,28-09-1998,71,67,218,,,,,,
B32E0302,001,14-10-1998,53,49,236,,,,,,
B32E0302,001,28-10-1998,44,40,245,,,,,,
B32E0302,001,16-11-1998,51,47,238,,,,,,
B32E0302,001,27-11-1998,66,62,223,,,,,,
B32E0302,001,14-12-1998,61,57,228,,,,,,
B32E0302,001,28-12-1998,,,,N,,,,,
B32E0302,001,14-01-1999,48,44,241,,,,,,
B32E0302,001,28-01-1999,51,47,238,,,,,,
B32E0302,001,15-02-1999,52,48,237,,,,,,
B32E0302,001,26-02-1999,34,30,255,,,,,,
B32E0302,001,15-03-1999,52,48,237,,,,,,
B32E0302,001,29-03-1999,58,54,231,,,,,,
B32E0302,001,14-04-1999,51,47,238,,,,,,
B32E0302,001,28-04-1999,74,70,215,,,,,,
B32E0302,001,14-05-1999,82,78,207,,,,,,
B32E0302,001,28-05-1999,91,87,198,,,,,,
B32E0302,001,14-06-1999,89,85,200,,,,,,
B32E0302,001,28-06-1999,112,108,177,,,,,,
B32E0302,001,14-07-1999,122,118,167,,,,,,
B32E0302,001,28-07-1999,143,139,146,,,,,,
B32E0302,001,13-08-1999,150,146,139,,,,,,
B32E0302,001,27-08-1999,146,142,143,,,,,,
B32E0302,001,14-09-1999,158,154,131,,,,,,
B32E0302,001,28-09-1999,143,139,146,,,,,,
B32E0302,001,14-10-1999,128,124,161,,,,,,
B32E0302,001,28-10-1999,125,121,164,,,,,,
B32E0302,001,15-11-1999,112,108,177,,,,,,
B32E0302,001,29-11-1999,79,75,210,,,,,,
B32E0302,001,14-12-1999,58,54,231,,,,,,
B32E0302,001,28-12-1999,56,52,233,,,,,,
B32E0302,001,14-01-2000,57,53,232,,,,,,
B32E0302,001,28-01-2000,65,61,224,,,,,,
B32E0302,001,14-02-2000,65,61,224,,,,,,
B32E0302,001,28-02-2000,51,47,238,,,,,,
B32E0302,001,14-03-2000,61,57,228,,,,,,
B32E0302,001,28-03-2000,59,55,230,,,,,,
B32E0302,001,14-04-2000,61,57,228,,,,,,
B32E0302,001,28-04-2000,65,61,224,,,,,,
B32E0302,001,15-05-2000,74,70,215,,,,,,
B32E0302,001,29-05-2000,65,61,224,,,,,,
B32E0302,001,14-06-2000,98,94,191,,,,,,
B32E0302,001,28-06-2000,131,127,158,,,,,,
B32E0302,001,14-07-2000,75,71,214,,,,,,
B32E0302,001,28-07-2000,87,83,202,,,,,,
B32E0302,001,14-08-2000,113,109,176,,,,,,
B32E0302,001,28-08-2000,102,98,187,,,,,,
B32E0302,001,14-11-2000,51,47,238,,,,,,
B32E0302,001,28-11-2000,51,47,238,,,,,,
B32E0302,001,15-01-2001,57,53,232,,,,,,
B32E0302,001,29-01-2001,51,47,238,,,,,,
B32E0302,001,14-02-2001,51,47,238,,,,,,
B32E0302,001,28-02-2001,54,50,235,,,,,,
B32E0302,001,14-04-2001,,,,N,,,,,
B32E0302,001,28-04-2001,,,,N,,,,,
B32E0302,001,14-05-2001,,,,N,,,,,
B32E0302,001,28-05-2001,89,85,200,,,,,,
B32E0302,001,14-07-2001,134,130,155,,,,,,
B32E0302,001,28-07-2001,127,123,162,,,,,,
B32E0302,001,14-08-2001,76,72,213,,,,,,
B32E0302,001,28-08-2001,74,70,215,,,,,,
B32E0302,001,14-09-2001,,,,N,,,,,
B32E0302,001,28-09-2001,,,,N,,,,,
B32E0302,001,14-10-2001,,,,N,,,,,
B32E0302,001,28-10-2001,,,,N,,,,,
B32E0302,001,14-11-2001,,,,N,,,,,
B32E0302,001,28-11-2001,47,43,242,,,,,,
B32E0302,001,10-11-2003,144,140,145,,,,,,
B32E0302,001,14-12-2003,74,70,215,,,,,,
B32E0302,001,21-02-2005,52,48,237,,,,,,
B32E0302,001,08-06-2010,151,99,182,,,,,,
B32E0302,001,09-06-2010,139,87,194,,,,,,
B32E0302,001,10-06-2010,135,83,198,,,,,,
B32E0302,001,11-06-2010,140,88,193,,,,,,
B32E0302,001,12-06-2010,144,92,189,,,,,,
B32E0302,001,13-06-2010,151,99,182,,,,,,
B32E0302,001,14-06-2010,155,103,178,,,,,,
B32E0302,001,15-06-2010,160,108,173,,,,,,
B32E0302,001,16-06-2010,161,109,172,,,,,,
B32E0302,001,17-06-2010,164,112,169,,,,,,
B32E0302,001,18-06-2010,164,112,169,,,,,,
B32E0302,001,19-06-2010,164,112,169,,,,,,
B32E0302,001,20-06-2010,166,114,167,,,,,,
B32E0302,001,21-06-2010,169,117,164,,,,,,
B32E0302,001,22-06-2010,170,118,163,,,,,,
B32E0302,001,23-06-2010,172,120,161,,,,,,
B32E0302,001,24-06-2010,174,122,159,,,,,,
B32E0302,001,25-06-2010,175,123,158,,,,,,
B32E0302,001,26-06-2010,178,126,155,,,,,,
B32E0302,001,27-06-2010,180,128,153,,,,,,
B32E0302,001,28-06-2010,183,131,150,,,,,,
B32E0302,001,29-06-2010,183,131,150,,,,,,
B32E0302,001,30-06-2010,184,132,149,,,,,,
B32E0302,001,01-07-2010,186,134,147,,,,,,
B32E0302,001,02-07-2010,188,136,145,,,,,,
B32E0302,001,03-07-2010,189,137,144,,,,,,
B32E0302,001,04-07-2010,187,135,146,,,,,,
B32E0302,001,05-07-2010,189,137,144,,,,,,
B32E0302,001,06-07-2010,192,140,141,,,,,,
B32E0302,001,07-07-2010,192,140,141,,,,,,
B32E0302,001,08-07-2010,194,142,139,,,,,,
B32E0302,001,09-07-2010,194,142,139,,,,,,
B32E0302,001,10-07-2010,196,144,137,,,,,,
B32E0302,001,11-07-2010,171,119,162,,,,,,
B32E0302,001,12-07-2010,162,110,171,,,,,,
B32E0302,001,13-07-2010,157,105,176,,,,,,
B32E0302,001,14-07-2010,161,109,172,,,,,,
B32E0302,001,15-07-2010,158,106,175,,,,,,
B32E0302,001,16-07-2010,164,112,169,,,,,,
B32E0302,001,17-07-2010,159,107,174,,,,,,
B32E0302,001,18-07-2010,163,111,170,,,,,,
