Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,18-12-2017,,,,,,,,
Gegevens beschikbaar:,14-03-1985,tot:,14-03-1986,,,,,,,,
Datum: ,18-12-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B32E0299,001,32EP7801,165060,472830,201,14-03-1985,14-03-1985,17-12-1986,203,2,-47,-97


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B32E0299,001,14-03-1985,49,47,154,,,,,,
B32E0299,001,28-03-1985,45,43,158,,,,,,
B32E0299,001,15-04-1985,27,25,176,,,,,,
B32E0299,001,29-04-1985,,,,N,,,,,
B32E0299,001,14-05-1985,50,48,153,,,,,,
B32E0299,001,29-05-1985,51,49,152,,,,,,
B32E0299,001,17-06-1985,49,47,154,,,,,,
B32E0299,001,28-06-1985,39,37,164,,,,,,
B32E0299,001,12-07-1985,76,74,127,,,,,,
B32E0299,001,29-07-1985,61,59,142,,,,,,
B32E0299,001,19-08-1985,54,52,149,,,,,,
B32E0299,001,28-08-1985,65,63,138,,,,,,
B32E0299,001,16-09-1985,76,74,127,,,,,,
B32E0299,001,02-10-1985,,,,N,,,,,
B32E0299,001,15-10-1985,75,73,128,,,,,,
B32E0299,001,31-10-1985,66,64,137,,,,,,
B32E0299,001,14-11-1985,32,30,171,,,,,,
B32E0299,001,28-01-1986,29,27,174,,,,,,
B32E0299,001,14-03-1986,61,59,142,,,,,,
