Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,18-12-2017,,,,,,,,
Gegevens beschikbaar:,14-07-1976,tot:,31-10-2012,,,,,,,,
Datum: ,18-12-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B26H0181,002,26HP0181,177580,475470,2552,03-04-1974,03-04-1974,14-10-1992,2620,68,1002,902
B26H0181,002,26HP0181,177580,475470,2552,03-04-1974,14-10-1992,01-02-1998,2612,60,1002,902
B26H0181,002,26HP0181,177580,475470,2552,03-04-1974,01-02-1998,31-10-2012,2613,61,1002,902


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B26H0181,002,14-07-1976,449,381,2171,,,,,,
B26H0181,002,28-07-1976,455,387,2165,,,,,,
B26H0181,002,13-08-1976,458,390,2162,,,,,,
B26H0181,002,27-08-1976,466,398,2154,,,,,,
B26H0181,002,14-09-1976,471,403,2149,,,,,,
B26H0181,002,28-09-1976,475,407,2145,,,,,,
B26H0181,002,14-10-1976,481,413,2139,,,,,,
B26H0181,002,28-10-1976,483,415,2137,,,,,,
B26H0181,002,15-11-1976,492,424,2128,,,,,,
B26H0181,002,29-11-1976,496,428,2124,,,,,,
B26H0181,002,14-12-1976,498,430,2122,,,,,,
B26H0181,002,28-12-1976,502,434,2118,,,,,,
B26H0181,002,14-01-1977,504,436,2116,,,,,,
B26H0181,002,28-01-1977,500,432,2120,,,,,,
B26H0181,002,14-02-1977,494,426,2126,,,,,,
B26H0181,002,28-02-1977,489,421,2131,,,,,,
B26H0181,002,14-03-1977,483,415,2137,,,,,,
B26H0181,002,28-03-1977,480,412,2140,,,,,,
B26H0181,002,14-04-1977,475,407,2145,,,,,,
B26H0181,002,14-07-1977,480,412,2140,,,,,,
B26H0181,002,28-07-1977,483,415,2137,,,,,,
B26H0181,002,15-08-1977,488,420,2132,,,,,,
B26H0181,002,29-08-1977,490,422,2130,,,,,,
B26H0181,002,14-09-1977,496,428,2124,,,,,,
B26H0181,002,28-09-1977,498,430,2122,,,,,,
B26H0181,002,14-10-1977,503,435,2117,,,,,,
B26H0181,002,28-10-1977,508,440,2112,,,,,,
B26H0181,002,14-11-1977,510,442,2110,,,,,,
B26H0181,002,28-11-1977,504,436,2116,,,,,,
B26H0181,002,12-01-1978,478,410,2142,,,,,,
B26H0181,002,27-01-1978,470,402,2150,,,,,,
B26H0181,002,14-02-1978,462,394,2158,,,,,,
B26H0181,002,28-02-1978,460,392,2160,,,,,,
B26H0181,002,14-03-1978,459,391,2161,,,,,,
B26H0181,002,28-03-1978,457,389,2163,,,,,,
B26H0181,002,14-04-1978,447,379,2173,,,,,,
B26H0181,002,02-05-1978,445,377,2175,,,,,,
B26H0181,002,16-05-1978,449,381,2171,,,,,,
B26H0181,002,29-05-1978,453,385,2167,,,,,,
B26H0181,002,14-06-1978,457,389,2163,,,,,,
B26H0181,002,28-06-1978,464,396,2156,,,,,,
B26H0181,002,14-07-1978,466,398,2154,,,,,,
B26H0181,002,28-07-1978,469,401,2151,,,,,,
B26H0181,002,15-08-1978,475,407,2145,,,,,,
B26H0181,002,28-08-1978,481,413,2139,,,,,,
B26H0181,002,14-09-1978,488,420,2132,,,,,,
B26H0181,002,28-09-1978,490,422,2130,,,,,,
B26H0181,002,13-10-1978,496,428,2124,,,,,,
B26H0181,002,27-10-1978,495,427,2125,,,,,,
B26H0181,002,14-11-1978,495,427,2125,,,,,,
B26H0181,002,28-11-1978,499,431,2121,,,,,,
B26H0181,002,14-12-1978,505,437,2115,,,,,,
B26H0181,002,28-12-1978,499,431,2121,,,,,,
B26H0181,002,15-01-1979,485,417,2135,,,,,,
B26H0181,002,29-01-1979,484,416,2136,,,,,,
B26H0181,002,28-02-1979,473,405,2147,,,,,,
B26H0181,002,14-03-1979,459,391,2161,,,,,,
B26H0181,002,28-03-1979,443,375,2177,,,,,,
B26H0181,002,12-04-1979,435,367,2185,,,,,,
B26H0181,002,27-04-1979,435,367,2185,,,,,,
B26H0181,002,14-05-1979,415,347,2205,,,,,,
B26H0181,002,28-05-1979,419,351,2201,,,,,,
B26H0181,002,14-06-1979,396,328,2224,,,,,,
B26H0181,002,28-06-1979,386,318,2234,,,,,,
B26H0181,002,13-07-1979,393,325,2227,,,,,,
B26H0181,002,27-07-1979,396,328,2224,,,,,,
B26H0181,002,14-08-1979,408,340,2212,,,,,,
B26H0181,002,28-08-1979,414,346,2206,,,,,,
B26H0181,002,14-09-1979,415,347,2205,,,,,,
B26H0181,002,28-09-1979,418,350,2202,,,,,,
B26H0181,002,15-10-1979,424,356,2196,,,,,,
B26H0181,002,29-10-1979,432,364,2188,,,,,,
B26H0181,002,14-11-1979,439,371,2181,,,,,,
B26H0181,002,28-11-1979,439,371,2181,,,,,,
B26H0181,002,14-12-1979,436,368,2184,,,,,,
B26H0181,002,27-12-1979,420,352,2200,,,,,,
B26H0181,002,14-01-1980,399,331,2221,,,,,,
B26H0181,002,28-01-1980,396,328,2224,,,,,,
B26H0181,002,14-02-1980,378,310,2242,,,,,,
B26H0181,002,28-02-1980,385,317,2235,,,,,,
B26H0181,002,14-03-1980,381,313,2239,,,,,,
B26H0181,002,28-03-1980,372,304,2248,,,,,,
B26H0181,002,14-04-1980,370,302,2250,,,,,,
B26H0181,002,28-04-1980,378,310,2242,,,,,,
B26H0181,002,14-05-1980,380,312,2240,,,,,,
B26H0181,002,28-05-1980,394,326,2226,,,,,,
B26H0181,002,13-06-1980,393,325,2227,,,,,,
B26H0181,002,27-06-1980,398,330,2222,,,,,,
B26H0181,002,14-07-1980,416,348,2204,,,,,,
B26H0181,002,28-07-1980,374,306,2246,,,,,,
B26H0181,002,14-08-1980,383,315,2237,,,,,,
B26H0181,002,28-08-1980,383,315,2237,,,,,,
B26H0181,002,15-09-1980,383,315,2237,,,,,,
B26H0181,002,29-09-1980,398,330,2222,,,,,,
B26H0181,002,14-10-1980,399,331,2221,,,,,,
B26H0181,002,28-10-1980,399,331,2221,,,,,,
B26H0181,002,14-11-1980,411,343,2209,,,,,,
B26H0181,002,28-11-1980,392,324,2228,,,,,,
B26H0181,002,15-12-1980,401,333,2219,,,,,,
B26H0181,002,29-12-1980,379,311,2241,,,,,,
B26H0181,002,14-01-1981,366,298,2254,,,,,,
B26H0181,002,28-01-1981,343,275,2277,,,,,,
B26H0181,002,13-02-1981,343,275,2277,,,,,,
B26H0181,002,27-02-1981,347,279,2273,,,,,,
B26H0181,002,13-03-1981,322,254,2298,,,,,,
B26H0181,002,27-03-1981,298,230,2322,,,,,,
B26H0181,002,14-04-1981,277,209,2343,,,,,,
B26H0181,002,28-04-1981,316,248,2304,,,,,,
B26H0181,002,14-05-1981,323,255,2297,,,,,,
B26H0181,002,27-05-1981,329,261,2291,,,,,,
B26H0181,002,15-06-1981,342,274,2278,,,,,,
B26H0181,002,29-06-1981,346,278,2274,,,,,,
B26H0181,002,14-07-1981,334,266,2286,,,,,,
B26H0181,002,28-07-1981,340,272,2280,,,,,,
B26H0181,002,13-08-1981,349,281,2271,,,,,,
B26H0181,002,28-08-1981,365,297,2255,,,,,,
B26H0181,002,14-09-1981,368,300,2252,,,,,,
B26H0181,002,28-09-1981,364,296,2256,,,,,,
B26H0181,002,14-10-1981,370,302,2250,,,,,,
B26H0181,002,28-10-1981,363,295,2257,,,,,,
B26H0181,002,13-11-1981,357,289,2263,,,,,,
B26H0181,002,27-11-1981,366,298,2254,,,,,,
B26H0181,002,28-12-1981,338,270,2282,,,,,,
B26H0181,002,14-01-1982,327,259,2293,,,,,,
B26H0181,002,28-01-1982,340,272,2280,,,,,,
B26H0181,002,15-02-1982,328,260,2292,,,,,,
B26H0181,002,01-03-1982,335,267,2285,,,,,,
B26H0181,002,15-03-1982,322,254,2298,,,,,,
B26H0181,002,29-03-1982,330,262,2290,,,,,,
B26H0181,002,14-04-1982,332,264,2288,,,,,,
B26H0181,002,28-04-1982,339,271,2281,,,,,,
B26H0181,002,14-05-1982,315,247,2305,,,,,,
B26H0181,002,28-05-1982,350,282,2270,,,,,,
B26H0181,002,14-06-1982,356,288,2264,,,,,,
B26H0181,002,28-06-1982,362,294,2258,,,,,,
B26H0181,002,14-07-1982,361,293,2259,,,,,,
B26H0181,002,28-07-1982,365,297,2255,,,,,,
B26H0181,002,16-08-1982,373,305,2247,,,,,,
B26H0181,002,27-08-1982,380,312,2240,,,,,,
B26H0181,002,14-09-1982,389,321,2231,,,,,,
B26H0181,002,28-09-1982,397,329,2223,,,,,,
B26H0181,002,14-10-1982,398,330,2222,,,,,,
B26H0181,002,28-10-1982,410,342,2210,,,,,,
B26H0181,002,15-11-1982,418,350,2202,,,,,,
B26H0181,002,29-11-1982,414,346,2206,,,,,,
B26H0181,002,14-12-1982,415,347,2205,,,,,,
B26H0181,002,28-12-1982,402,334,2218,,,,,,
B26H0181,002,14-01-1983,389,321,2231,,,,,,
B26H0181,002,28-01-1983,392,324,2228,,,,,,
B26H0181,002,14-02-1983,394,326,2226,,,,,,
B26H0181,002,28-02-1983,372,304,2248,,,,,,
B26H0181,002,14-03-1983,383,315,2237,,,,,,
B26H0181,002,28-03-1983,378,310,2242,,,,,,
B26H0181,002,14-04-1983,359,291,2261,,,,,,
B26H0181,002,28-04-1983,351,283,2269,,,,,,
B26H0181,002,16-05-1983,340,272,2280,,,,,,
B26H0181,002,27-05-1983,331,263,2289,,,,,,
B26H0181,002,14-06-1983,323,255,2297,,,,,,
B26H0181,002,28-06-1983,332,264,2288,,,,,,
B26H0181,002,14-07-1983,347,279,2273,,,,,,
B26H0181,002,28-07-1983,346,278,2274,,,,,,
B26H0181,002,15-08-1983,358,290,2262,,,,,,
B26H0181,002,29-08-1983,365,297,2255,,,,,,
B26H0181,002,14-09-1983,371,303,2249,,,,,,
B26H0181,002,28-09-1983,375,307,2245,,,,,,
B26H0181,002,13-10-1983,380,312,2240,,,,,,
B26H0181,002,28-10-1983,387,319,2233,,,,,,
B26H0181,002,14-11-1983,399,331,2221,,,,,,
B26H0181,002,28-11-1983,403,335,2217,,,,,,
B26H0181,002,13-12-1983,380,312,2240,,,,,,
B26H0181,002,28-12-1983,378,310,2242,,,,,,
B26H0181,002,13-01-1984,354,286,2266,,,,,,
B26H0181,002,27-01-1984,324,256,2296,,,,,,
B26H0181,002,14-02-1984,298,230,2322,,,,,,
B26H0181,002,28-02-1984,297,229,2323,,,,,,
B26H0181,002,14-03-1984,304,236,2316,,,,,,
B26H0181,002,28-03-1984,305,237,2315,,,,,,
B26H0181,002,13-04-1984,310,242,2310,,,,,,
B26H0181,002,27-04-1984,319,251,2301,,,,,,
B26H0181,002,14-05-1984,320,252,2300,,,,,,
B26H0181,002,28-05-1984,315,247,2305,,,,,,
B26H0181,002,14-06-1984,319,251,2301,,,,,,
B26H0181,002,28-06-1984,334,266,2286,,,,,,
B26H0181,002,13-07-1984,325,257,2295,,,,,,
B26H0181,002,27-07-1984,326,258,2294,,,,,,
B26H0181,002,14-08-1984,338,270,2282,,,,,,
B26H0181,002,28-08-1984,350,282,2270,,,,,,
B26H0181,002,14-09-1984,353,285,2267,,,,,,
B26H0181,002,28-09-1984,360,292,2260,,,,,,
B26H0181,002,15-10-1984,357,289,2263,,,,,,
B26H0181,002,29-10-1984,345,277,2275,,,,,,
B26H0181,002,14-11-1984,339,271,2281,,,,,,
B26H0181,002,28-11-1984,332,264,2288,,,,,,
B26H0181,002,14-12-1984,340,272,2280,,,,,,
B26H0181,002,28-12-1984,339,271,2281,,,,,,
B26H0181,002,14-01-1985,337,269,2283,,,,,,
B26H0181,002,28-01-1985,328,260,2292,,,,,,
B26H0181,002,14-02-1985,332,264,2288,,,,,,
B26H0181,002,28-02-1985,342,274,2278,,,,,,
B26H0181,002,14-03-1985,345,277,2275,,,,,,
B26H0181,002,28-03-1985,350,282,2270,,,,,,
B26H0181,002,15-04-1985,336,268,2284,,,,,,
B26H0181,002,29-04-1985,330,262,2290,,,,,,
B26H0181,002,13-05-1985,333,265,2287,,,,,,
B26H0181,002,28-05-1985,346,278,2274,,,,,,
B26H0181,002,14-06-1985,363,295,2257,,,,,,
