Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,18-12-2017,,,,,,,,
Gegevens beschikbaar:,29-09-1975,tot:,10-06-2013,,,,,,,,
Datum: ,18-12-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B26H0178,002,26HP0058,178820,475860,2383,18-09-1975,18-09-1975,01-02-1998,2443,60,1083,983
B26H0178,002,26HP0058,178820,475860,2383,18-09-1975,01-02-1998,10-06-2013,2442,59,1083,983


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B26H0178,002,29-09-1975,177,117,2266,,,,,,
B26H0178,002,28-10-1975,204,144,2239,,,,,,
B26H0178,002,14-07-1976,231,171,2212,,,,,,
B26H0178,002,28-07-1976,233,173,2210,,,,,,
B26H0178,002,13-08-1976,240,180,2203,,,,,,
B26H0178,002,27-08-1976,244,184,2199,,,,,,
B26H0178,002,14-09-1976,245,185,2198,,,,,,
B26H0178,002,28-09-1976,250,190,2193,,,,,,
B26H0178,002,14-10-1976,251,191,2192,,,,,,
B26H0178,002,28-10-1976,253,193,2190,,,,,,
B26H0178,002,15-11-1976,256,196,2187,,,,,,
B26H0178,002,29-11-1976,258,198,2185,,,,,,
B26H0178,002,14-12-1976,241,181,2202,,,,,,
B26H0178,002,28-12-1976,242,182,2201,,,,,,
B26H0178,002,14-01-1977,242,182,2201,,,,,,
B26H0178,002,28-01-1977,231,171,2212,,,,,,
B26H0178,002,14-02-1977,224,164,2219,,,,,,
B26H0178,002,28-02-1977,210,150,2233,,,,,,
B26H0178,002,14-03-1977,214,154,2229,,,,,,
B26H0178,002,28-03-1977,213,153,2230,,,,,,
B26H0178,002,14-04-1977,207,147,2236,,,,,,
B26H0178,002,14-07-1977,234,174,2209,,,,,,
B26H0178,002,28-07-1977,237,177,2206,,,,,,
B26H0178,002,15-08-1977,240,180,2203,,,,,,
B26H0178,002,29-08-1977,230,170,2213,,,,,,
B26H0178,002,14-09-1977,244,184,2199,,,,,,
B26H0178,002,28-09-1977,250,190,2193,,,,,,
B26H0178,002,14-10-1977,254,194,2189,,,,,,
B26H0178,002,28-10-1977,256,196,2187,,,,,,
B26H0178,002,14-11-1977,244,184,2199,,,,,,
B26H0178,002,28-11-1977,203,143,2240,,,,,,
