Titel: 
Gebruikersnaam: 
Periode aangevraagd: 01/01/1800-18/12/2017
Datum: 18/12/2017
Referentie: Maaiveld (MV)


LOCATIE,FILTERNUMMER,EXTERNE AANDUIDING,X-COORDINAAT,Y-COORDINAAT,MAAIVELD NAP,GESCHAT,MEETPUNT NAP,BOVENKANT FILTER,ONDERKANT FILTER,START DATUM,EIND DATUM
B32E0058,005,32EP0067,166290,472130,429,,483,-18670,-18870,1971/01/01,1973/04/06
B32E0058,005,32EP0067,166290,472130,429,,481,-18670,-18870,1973/04/06,1990/03/19
B32E0058,005,32EP0067,166290,472130,429,,474,-18670,-18870,1990/03/19,1991/01/14

LOCATIE,FILTERNUMMER,PEIL DATUM TIJD,STAND (MV),BIJZONDERHEID
B32E0058,005,1973/04/06 00:00:00,-160,
B32E0058,005,1973/04/19 00:00:00,-162,
B32E0058,005,1973/05/07 00:00:00,-160,
B32E0058,005,1973/05/21 00:00:00,-156,
B32E0058,005,1973/06/01 00:00:00,-158,
B32E0058,005,1973/06/18 00:00:00,-149,
B32E0058,005,1973/07/03 00:00:00,-135,
B32E0058,005,1973/07/17 00:00:00,-132,
B32E0058,005,1973/08/01 00:00:00,-133,
B32E0058,005,1973/08/15 00:00:00,-122,
B32E0058,005,1973/09/03 00:00:00,-121,
B32E0058,005,1973/09/17 00:00:00,-115,
B32E0058,005,1973/10/03 00:00:00,-122,
B32E0058,005,1973/10/16 00:00:00,-141,
B32E0058,005,1973/11/02 00:00:00,-137,
B32E0058,005,1973/11/19 00:00:00,-152,
B32E0058,005,1974/01/02 00:00:00,,D
B32E0058,005,1974/01/17 00:00:00,,D
B32E0058,005,1974/02/01 00:00:00,-164,
B32E0058,005,1974/02/15 00:00:00,-165,
B32E0058,005,1974/03/01 00:00:00,,D
B32E0058,005,1974/03/18 00:00:00,-167,
B32E0058,005,1974/04/01 00:00:00,-162,
B32E0058,005,1974/04/16 00:00:00,-145,
B32E0058,005,1974/05/01 00:00:00,-143,
B32E0058,005,1974/05/15 00:00:00,-138,
B32E0058,005,1974/06/04 00:00:00,-135,
B32E0058,005,1974/06/17 00:00:00,-137,
B32E0058,005,1974/07/02 00:00:00,-134,
B32E0058,005,1974/08/02 00:00:00,-129,
B32E0058,005,1974/08/26 00:00:00,-127,
B32E0058,005,1974/09/03 00:00:00,-130,
B32E0058,005,1974/09/26 00:00:00,-132,
B32E0058,005,1974/10/07 00:00:00,-149,
B32E0058,005,1974/10/18 00:00:00,-146,
B32E0058,005,1974/11/01 00:00:00,-155,
B32E0058,005,1974/11/18 00:00:00,-167,
B32E0058,005,1974/11/29 00:00:00,-172,
B32E0058,005,1974/12/12 00:00:00,-177,
B32E0058,005,1975/01/03 00:00:00,-187,
B32E0058,005,1975/01/20 00:00:00,-185,
B32E0058,005,1975/02/03 00:00:00,-181,
B32E0058,005,1975/02/19 00:00:00,-178,
B32E0058,005,1975/03/04 00:00:00,-198,
B32E0058,005,1975/03/17 00:00:00,-177,
B32E0058,005,1975/04/02 00:00:00,-185,
B32E0058,005,1975/04/15 00:00:00,-186,
B32E0058,005,1975/05/01 00:00:00,-176,
B32E0058,005,1975/05/20 00:00:00,-174,
B32E0058,005,1975/06/02 00:00:00,-167,
B32E0058,005,1975/06/19 00:00:00,-152,
B32E0058,005,1975/07/02 00:00:00,-152,
B32E0058,005,1975/07/21 00:00:00,-152,
B32E0058,005,1975/08/01 00:00:00,-150,
B32E0058,005,1975/08/20 00:00:00,-132,
B32E0058,005,1975/09/02 00:00:00,-129,
B32E0058,005,1975/09/15 00:00:00,-132,
B32E0058,005,1975/10/01 00:00:00,-134,
B32E0058,005,1975/10/20 00:00:00,-129,
B32E0058,005,1975/11/13 00:00:00,-135,
B32E0058,005,1975/12/01 00:00:00,-142,
B32E0058,005,1975/12/15 00:00:00,,D
B32E0058,005,1976/01/06 00:00:00,-155,
B32E0058,005,1976/01/19 00:00:00,-162,
B32E0058,005,1976/02/02 00:00:00,,D
B32E0058,005,1976/02/16 00:00:00,,D
B32E0058,005,1976/03/01 00:00:00,-157,
B32E0058,005,1976/03/17 00:00:00,-154,
B32E0058,005,1976/04/01 00:00:00,-150,
B32E0058,005,1976/04/21 00:00:00,-142,
B32E0058,005,1976/05/05 00:00:00,-139,
B32E0058,005,1976/05/18 00:00:00,-129,
B32E0058,005,1976/06/03 00:00:00,-128,
B32E0058,005,1976/06/17 00:00:00,-112,
B32E0058,005,1976/07/01 00:00:00,-104,
B32E0058,005,1976/07/21 00:00:00,-101,
B32E0058,005,1976/08/04 00:00:00,-104,
B32E0058,005,1976/08/17 00:00:00,-99,
B32E0058,005,1976/09/07 00:00:00,-94,
B32E0058,005,1976/09/21 00:00:00,-98,
B32E0058,005,1976/10/05 00:00:00,-101,
B32E0058,005,1976/10/19 00:00:00,-104,
B32E0058,005,1976/11/01 00:00:00,-103,
B32E0058,005,1976/11/16 00:00:00,-103,
B32E0058,005,1976/12/02 00:00:00,-116,
B32E0058,005,1976/12/21 00:00:00,-118,
B32E0058,005,1977/01/05 00:00:00,,D
B32E0058,005,1977/01/18 00:00:00,,D
B32E0058,005,1977/02/03 00:00:00,,D
B32E0058,005,1977/02/15 00:00:00,-135,
B32E0058,005,1977/03/03 00:00:00,-138,
B32E0058,005,1977/03/17 00:00:00,-137,
B32E0058,005,1977/04/04 00:00:00,-142,
B32E0058,005,1977/04/19 00:00:00,-145,
B32E0058,005,1977/05/06 00:00:00,-138,
B32E0058,005,1977/05/18 00:00:00,-129,
B32E0058,005,1977/06/17 00:00:00,-121,
B32E0058,005,1977/07/01 00:00:00,-119,
B32E0058,005,1977/07/20 00:00:00,-105,
B32E0058,005,1977/08/01 00:00:00,-111,
B32E0058,005,1977/08/15 00:00:00,-114,
B32E0058,005,1977/08/31 00:00:00,-127,
B32E0058,005,1977/09/20 00:00:00,-119,
B32E0058,005,1977/10/07 00:00:00,-121,
B32E0058,005,1977/10/25 00:00:00,-112,
B32E0058,005,1977/11/03 00:00:00,-118,
B32E0058,005,1977/11/17 00:00:00,-129,
B32E0058,005,1977/12/01 00:00:00,-140,
B32E0058,005,1977/12/15 00:00:00,-137,
B32E0058,005,1978/01/05 00:00:00,,D
B32E0058,005,1978/01/17 00:00:00,-150,
B32E0058,005,1978/02/02 00:00:00,-151,
B32E0058,005,1978/02/17 00:00:00,,D
B32E0058,005,1978/03/06 00:00:00,-141,
B32E0058,005,1978/03/17 00:00:00,-146,
B32E0058,005,1978/04/06 00:00:00,-145,
B32E0058,005,1978/04/18 00:00:00,-145,
B32E0058,005,1978/05/02 00:00:00,-140,
B32E0058,005,1978/05/17 00:00:00,-133,
B32E0058,005,1978/07/26 00:00:00,-121,
B32E0058,005,1978/08/03 00:00:00,-116,
B32E0058,005,1978/08/22 00:00:00,-103,
B32E0058,005,1978/09/06 00:00:00,-109,
B32E0058,005,1978/09/15 00:00:00,-104,
B32E0058,005,1978/09/28 00:00:00,-106,
B32E0058,005,1978/10/12 00:00:00,-113,
B32E0058,005,1978/10/26 00:00:00,-115,
B32E0058,005,1978/11/08 00:00:00,-114,
B32E0058,005,1978/11/22 00:00:00,-113,
B32E0058,005,1978/12/05 00:00:00,-126,
B32E0058,005,1978/12/13 00:00:00,-123,
B32E0058,005,1979/01/03 00:00:00,,D
B32E0058,005,1979/01/17 00:00:00,,D
B32E0058,005,1979/01/31 00:00:00,,D
B32E0058,005,1979/02/12 00:00:00,-144,
B32E0058,005,1979/02/28 00:00:00,-160,
B32E0058,005,1979/03/14 00:00:00,-150,
B32E0058,005,1979/03/28 00:00:00,-150,
B32E0058,005,1979/04/11 00:00:00,-146,
B32E0058,005,1979/05/01 00:00:00,-154,
B32E0058,005,1979/05/15 00:00:00,-152,
B32E0058,005,1979/05/30 00:00:00,-148,
B32E0058,005,1979/06/13 00:00:00,-157,
B32E0058,005,1979/06/28 00:00:00,-154,
B32E0058,005,1979/07/11 00:00:00,-146,
B32E0058,005,1979/07/31 00:00:00,-144,
B32E0058,005,1979/08/14 00:00:00,-147,
B32E0058,005,1979/08/30 00:00:00,-137,
B32E0058,005,1979/09/14 00:00:00,-134,
B32E0058,005,1979/10/01 00:00:00,-125,
B32E0058,005,1979/10/16 00:00:00,-132,
B32E0058,005,1979/10/31 00:00:00,-134,
B32E0058,005,1979/11/28 00:00:00,-142,
B32E0058,005,1979/12/17 00:00:00,-156,
B32E0058,005,1980/01/17 00:00:00,,Y
B32E0058,005,1980/02/01 00:00:00,-159,
B32E0058,005,1980/02/18 00:00:00,-165,
B32E0058,005,1980/03/03 00:00:00,-160,
B32E0058,005,1980/03/18 00:00:00,-163,
B32E0058,005,1980/04/02 00:00:00,-164,
B32E0058,005,1980/04/17 00:00:00,-160,
B32E0058,005,1980/05/06 00:00:00,-156,
B32E0058,005,1980/05/21 00:00:00,-142,
B32E0058,005,1980/06/05 00:00:00,-135,
B32E0058,005,1980/06/18 00:00:00,-127,
B32E0058,005,1980/07/02 00:00:00,-134,
B32E0058,005,1980/08/04 00:00:00,-151,
B32E0058,005,1980/08/15 00:00:00,-145,
B32E0058,005,1980/08/28 00:00:00,-136,
B32E0058,005,1980/09/11 00:00:00,-135,
