Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,18-12-2017,,,,,,,,
Gegevens beschikbaar:,14-09-1981,tot:,23-01-2013,,,,,,,,
Datum: ,18-12-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B32F0107,001,32FP0107,172130,471200,2076,21-08-1981,21-08-1981,01-02-1998,2125,49,576,376
B32F0107,001,32FP0107,172130,471200,2076,21-08-1981,01-02-1998,23-01-2013,2130,54,576,376


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B32F0107,001,14-09-1981,867,818,1258,,,,,,
B32F0107,001,28-09-1981,871,822,1254,,,,,,
B32F0107,001,14-10-1981,864,815,1261,,,,,,
B32F0107,001,28-10-1981,861,812,1264,,,,,,
B32F0107,001,13-11-1981,858,809,1267,,,,,,
B32F0107,001,27-11-1981,873,824,1252,,,,,,
B32F0107,001,28-12-1981,857,808,1268,,,,,,
B32F0107,001,14-01-1982,844,795,1281,,,,,,
B32F0107,001,28-01-1982,845,796,1280,,,,,,
B32F0107,001,15-02-1982,838,789,1287,,,,,,
B32F0107,001,01-03-1982,838,789,1287,,,,,,
B32F0107,001,15-03-1982,836,787,1289,,,,,,
B32F0107,001,29-03-1982,834,785,1291,,,,,,
B32F0107,001,14-04-1982,834,785,1291,,,,,,
B32F0107,001,28-04-1982,836,787,1289,,,,,,
B32F0107,001,14-05-1982,835,786,1290,,,,,,
B32F0107,001,28-05-1982,844,795,1281,,,,,,
B32F0107,001,14-06-1982,848,799,1277,,,,,,
B32F0107,001,28-06-1982,863,814,1262,,,,,,
B32F0107,001,14-07-1982,860,811,1265,,,,,,
B32F0107,001,28-07-1982,870,821,1255,,,,,,
B32F0107,001,16-08-1982,884,835,1241,,,,,,
B32F0107,001,27-08-1982,890,841,1235,,,,,,
B32F0107,001,14-09-1982,901,852,1224,,,,,,
B32F0107,001,28-09-1982,899,850,1226,,,,,,
B32F0107,001,14-10-1982,901,852,1224,,,,,,
B32F0107,001,28-10-1982,906,857,1219,,,,,,
B32F0107,001,15-11-1982,908,859,1217,,,,,,
B32F0107,001,29-11-1982,907,858,1218,,,,,,
B32F0107,001,14-12-1982,910,861,1215,,,,,,
B32F0107,001,28-12-1982,908,859,1217,,,,,,
B32F0107,001,14-01-1983,907,858,1218,,,,,,
B32F0107,001,28-01-1983,906,857,1219,,,,,,
B32F0107,001,14-02-1983,907,858,1218,,,,,,
B32F0107,001,28-02-1983,999,950,1126,,,,,,
B32F0107,001,14-03-1983,899,850,1226,,,,,,
B32F0107,001,28-03-1983,895,846,1230,,,,,,
B32F0107,001,14-04-1983,901,852,1224,,,,,,
B32F0107,001,28-04-1983,909,860,1216,,,,,,
B32F0107,001,16-05-1983,902,853,1223,,,,,,
B32F0107,001,27-05-1983,905,856,1220,,,,,,
B32F0107,001,14-06-1983,895,846,1230,,,,,,
B32F0107,001,28-06-1983,878,829,1247,,,,,,
B32F0107,001,14-07-1983,861,812,1264,,,,,,
B32F0107,001,28-07-1983,857,808,1268,,,,,,
B32F0107,001,15-08-1983,861,812,1264,,,,,,
B32F0107,001,29-08-1983,861,812,1264,,,,,,
B32F0107,001,14-09-1983,869,820,1256,,,,,,
B32F0107,001,28-09-1983,869,820,1256,,,,,,
B32F0107,001,13-10-1983,870,821,1255,,,,,,
B32F0107,001,28-10-1983,871,822,1254,,,,,,
B32F0107,001,14-11-1983,873,824,1252,,,,,,
B32F0107,001,28-11-1983,874,825,1251,,,,,,
B32F0107,001,13-12-1983,875,826,1250,,,,,,
B32F0107,001,28-12-1983,877,828,1248,,,,,,
B32F0107,001,13-01-1984,876,827,1249,,,,,,
B32F0107,001,27-01-1984,869,820,1256,,,,,,
B32F0107,001,14-02-1984,852,803,1273,,,,,,
B32F0107,001,28-02-1984,832,783,1293,,,,,,
B32F0107,001,14-03-1984,826,777,1299,,,,,,
B32F0107,001,28-03-1984,810,761,1315,,,,,,
B32F0107,001,13-04-1984,803,754,1322,,,,,,
B32F0107,001,27-04-1984,806,757,1319,,,,,,
B32F0107,001,14-05-1984,809,760,1316,,,,,,
B32F0107,001,28-05-1984,815,766,1310,,,,,,
B32F0107,001,14-06-1984,815,766,1310,,,,,,
B32F0107,001,28-06-1984,819,770,1306,,,,,,
B32F0107,001,13-07-1984,818,769,1307,,,,,,
B32F0107,001,27-07-1984,822,773,1303,,,,,,
B32F0107,001,14-08-1984,826,777,1299,,,,,,
B32F0107,001,28-08-1984,833,784,1292,,,,,,
B32F0107,001,14-09-1984,840,791,1285,,,,,,
B32F0107,001,27-09-1984,843,794,1282,,,,,,
B32F0107,001,15-10-1984,850,801,1275,,,,,,
B32F0107,001,29-10-1984,868,819,1257,,,,,,
B32F0107,001,14-11-1984,845,796,1280,,,,,,
B32F0107,001,28-11-1984,845,796,1280,,,,,,
B32F0107,001,14-12-1984,847,798,1278,,,,,,
B32F0107,001,28-12-1984,858,809,1267,,,,,,
B32F0107,001,14-01-1985,843,794,1282,,,,,,
B32F0107,001,28-01-1985,841,792,1284,,,,,,
B32F0107,001,14-02-1985,845,796,1280,,,,,,
B32F0107,001,28-02-1985,840,791,1285,,,,,,
B32F0107,001,14-03-1985,840,791,1285,,,,,,
B32F0107,001,28-03-1985,839,790,1286,,,,,,
B32F0107,001,15-04-1985,835,786,1290,,,,,,
B32F0107,001,29-04-1985,832,783,1293,,,,,,
B32F0107,001,13-05-1985,835,786,1290,,,,,,
B32F0107,001,28-05-1985,840,791,1285,,,,,,
B32F0107,001,14-06-1985,838,789,1287,,,,,,
B32F0107,001,28-06-1985,836,787,1289,,,,,,
B32F0107,001,12-07-1985,837,788,1288,,,,,,
B32F0107,001,29-07-1985,833,784,1292,,,,,,
B32F0107,001,14-08-1985,835,786,1290,,,,,,
B32F0107,001,28-08-1985,838,789,1287,,,,,,
B32F0107,001,13-09-1985,838,789,1287,,,,,,
B32F0107,001,27-09-1985,840,791,1285,,,,,,
B32F0107,001,14-10-1985,843,794,1282,,,,,,
B32F0107,001,28-10-1985,846,797,1279,,,,,,
B32F0107,001,14-11-1985,847,798,1278,,,,,,
B32F0107,001,28-11-1985,853,804,1272,,,,,,
B32F0107,001,13-12-1985,850,801,1275,,,,,,
B32F0107,001,24-12-1985,854,805,1271,,,,,,
B32F0107,001,14-01-1986,852,803,1273,,,,,,
B32F0107,001,28-01-1986,846,797,1279,,,,,,
B32F0107,001,14-02-1986,837,788,1288,,,,,,
B32F0107,001,28-02-1986,825,776,1300,,,,,,
B32F0107,001,14-03-1986,817,768,1308,,,,,,
B32F0107,001,27-03-1986,815,766,1310,,,,,,
B32F0107,001,14-04-1986,767,718,1358,,,,,,
B32F0107,001,28-04-1986,816,767,1309,,,,,,
B32F0107,001,14-05-1986,820,771,1305,,,,,,
B32F0107,001,28-05-1986,828,779,1297,,,,,,
B32F0107,001,13-06-1986,832,783,1293,,,,,,
B32F0107,001,30-06-1986,839,790,1286,,,,,,
B32F0107,001,15-07-1986,850,801,1275,,,,,,
B32F0107,001,28-07-1986,855,806,1270,,,,,,
B32F0107,001,14-08-1986,864,815,1261,,,,,,
B32F0107,001,28-08-1986,870,821,1255,,,,,,
B32F0107,001,15-09-1986,875,826,1250,,,,,,
