Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,18-12-2017,,,,,,,,
Gegevens beschikbaar:,08-03-1985,tot:,08-04-2013,,,,,,,,
Datum: ,18-12-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B32F0113,001,32FP0113,174980,473100,4090,25-10-1984,25-10-1984,01-02-1998,4067,-23,890,690
B32F0113,001,32FP0113,174980,473100,4090,25-10-1984,01-02-1998,08-04-2013,4068,-22,890,690


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B32F0113,001,08-03-1985,2090,2113,1977,,,,,,
B32F0113,001,14-03-1985,2087,2110,1980,,,,,,
B32F0113,001,28-03-1985,2087,2110,1980,,,,,,
B32F0113,001,15-04-1985,2087,2110,1980,,,,,,
B32F0113,001,29-04-1985,2087,2110,1980,,,,,,
B32F0113,001,14-05-1985,2086,2109,1981,,,,,,
B32F0113,001,28-05-1985,2088,2111,1979,,,,,,
B32F0113,001,14-06-1985,2086,2109,1981,,,,,,
B32F0113,001,28-06-1985,2085,2108,1982,,,,,,
B32F0113,001,15-07-1985,2084,2107,1983,,,,,,
B32F0113,001,29-07-1985,2082,2105,1985,,,,,,
B32F0113,001,14-08-1985,2082,2105,1985,,,,,,
B32F0113,001,28-08-1985,2081,2104,1986,,,,,,
B32F0113,001,13-09-1985,2080,2103,1987,,,,,,
B32F0113,001,27-09-1985,2081,2104,1986,,,,,,
B32F0113,001,14-10-1985,2079,2102,1988,,,,,,
B32F0113,001,28-10-1985,2078,2101,1989,,,,,,
B32F0113,001,14-11-1985,2081,2104,1986,,,,,,
B32F0113,001,28-11-1985,2080,2103,1987,,,,,,
B32F0113,001,13-12-1985,2081,2104,1986,,,,,,
B32F0113,001,27-12-1985,2080,2103,1987,,,,,,
B32F0113,001,14-01-1986,2079,2102,1988,,,,,,
B32F0113,001,28-01-1986,2078,2101,1989,,,,,,
B32F0113,001,14-02-1986,2082,2105,1985,,,,,,
B32F0113,001,28-02-1986,2082,2105,1985,,,,,,
B32F0113,001,14-03-1986,2080,2103,1987,,,,,,
B32F0113,001,28-03-1986,2081,2104,1986,,,,,,
B32F0113,001,14-04-1986,2075,2098,1992,,,,,,
B32F0113,001,28-04-1986,2075,2098,1992,,,,,,
B32F0113,001,14-05-1986,2073,2096,1994,,,,,,
B32F0113,001,28-05-1986,2072,2095,1995,,,,,,
B32F0113,001,13-06-1986,2074,2097,1993,,,,,,
B32F0113,001,27-06-1986,2074,2097,1993,,,,,,
B32F0113,001,14-07-1986,2072,2095,1995,,,,,,
B32F0113,001,28-07-1986,2074,2097,1993,,,,,,
B32F0113,001,14-08-1986,2073,2096,1994,,,,,,
B32F0113,001,28-08-1986,2073,2096,1994,,,,,,
B32F0113,001,15-09-1986,2075,2098,1992,,,,,,
B32F0113,001,29-09-1986,2077,2100,1990,,,,,,
B32F0113,001,14-10-1986,2077,2100,1990,,,,,,
B32F0113,001,28-10-1986,2080,2103,1987,,,,,,
B32F0113,001,14-11-1986,2081,2104,1986,,,,,,
B32F0113,001,28-11-1986,2085,2108,1982,,,,,,
B32F0113,001,15-12-1986,2085,2108,1982,,,,,,
B32F0113,001,29-12-1986,2086,2109,1981,,,,,,
B32F0113,001,28-01-1987,2085,2108,1982,,,,,,
B32F0113,001,13-02-1987,2081,2104,1986,,,,,,
B32F0113,001,27-02-1987,2078,2101,1989,,,,,,
B32F0113,001,13-03-1987,2078,2101,1989,,,,,,
B32F0113,001,27-03-1987,2074,2097,1993,,,,,,
B32F0113,001,14-04-1987,2076,2099,1991,,,,,,
B32F0113,001,28-04-1987,2073,2096,1994,,,,,,
B32F0113,001,14-05-1987,2071,2094,1996,,,,,,
B32F0113,001,30-05-1987,2070,2093,1997,,,,,,
B32F0113,001,15-06-1987,2069,2092,1998,,,,,,
B32F0113,001,29-06-1987,2068,2091,1999,,,,,,
B32F0113,001,14-07-1987,2066,2089,2001,,,,,,
B32F0113,001,28-07-1987,2065,2088,2002,,,,,,
B32F0113,001,14-08-1987,2063,2086,2004,,,,,,
B32F0113,001,28-08-1987,2064,2087,2003,,,,,,
B32F0113,001,14-09-1987,2064,2087,2003,,,,,,
B32F0113,001,28-09-1987,2063,2086,2004,,,,,,
B32F0113,001,14-10-1987,2063,2086,2004,,,,,,
