Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,18-12-2017,,,,,,,,
Gegevens beschikbaar:,27-04-1962,tot:,13-07-1988,,,,,,,,
Datum: ,18-12-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B32E0122,001,32EP0029,169690,472730,1500,27-04-1962,27-04-1962,14-08-1988,1544,44,859,759


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B32E0122,001,27-04-1962,145,101,1399,,,,,,
B32E0122,001,06-09-1962,219,175,1325,,,,,,
B32E0122,001,29-10-1962,229,185,1315,,,,,,
B32E0122,001,18-12-1962,216,172,1328,,,,,,
B32E0122,001,26-04-1963,214,170,1330,,,,,,
B32E0122,001,29-08-1963,210,166,1334,,,,,,
B32E0122,001,17-10-1963,193,149,1351,,,,,,
B32E0122,001,17-12-1963,281,237,1263,,,,,,
B32E0122,001,01-05-1964,237,193,1307,,,,,,
B32E0122,001,26-08-1964,292,248,1252,,,,,,
B32E0122,001,14-10-1964,295,251,1249,,,,,,
B32E0122,001,14-12-1964,264,220,1280,,,,,,
B32E0122,001,26-04-1965,218,174,1326,,,,,,
B32E0122,001,02-09-1965,219,175,1325,,,,,,
B32E0122,001,14-10-1965,230,186,1314,,,,,,
B32E0122,001,15-12-1965,157,113,1387,,,,,,
B32E0122,001,16-02-1966,118,74,1426,,,,,,
B32E0122,001,03-05-1966,106,62,1438,,,,,,
B32E0122,001,29-08-1966,97,53,1447,,,,,,
B32E0122,001,13-10-1966,190,146,1354,,,,,,
B32E0122,001,13-12-1966,98,54,1446,,,,,,
B32E0122,001,02-05-1967,160,116,1384,,,,,,
B32E0122,001,30-08-1967,236,192,1308,,,,,,
B32E0122,001,13-10-1967,242,198,1302,,,,,,
B32E0122,001,15-12-1967,178,134,1366,,,,,,
B32E0122,001,14-03-1968,174,130,1370,,,,,,
B32E0122,001,28-03-1968,180,136,1364,,,,,,
B32E0122,001,16-04-1968,195,151,1349,,,,,,
B32E0122,001,29-04-1968,204,160,1340,,,,,,
