Titel: 
Gebruikersnaam: 
Periode aangevraagd: 01/01/1800-18/12/2017
Datum: 18/12/2017
Referentie: Maaiveld (MV)


LOCATIE,FILTERNUMMER,EXTERNE AANDUIDING,X-COORDINAAT,Y-COORDINAAT,MAAIVELD NAP,GESCHAT,MEETPUNT NAP,BOVENKANT FILTER,ONDERKANT FILTER,START DATUM,EIND DATUM
B26H0178,002,26HP0058,178820,475860,2383,,2443,1083,983,1975/09/18,1998/02/01
B26H0178,002,26HP0058,178820,475860,2383,,2442,1083,983,1998/02/01,2013/06/10

LOCATIE,FILTERNUMMER,PEIL DATUM TIJD,STAND (MV),BIJZONDERHEID
B26H0178,002,1975/09/29 00:00:00,117,
B26H0178,002,1975/10/28 00:00:00,144,
B26H0178,002,1976/07/14 00:00:00,171,
B26H0178,002,1976/07/28 00:00:00,173,
B26H0178,002,1976/08/13 00:00:00,180,
B26H0178,002,1976/08/27 00:00:00,184,
B26H0178,002,1976/09/14 00:00:00,185,
B26H0178,002,1976/09/28 00:00:00,190,
B26H0178,002,1976/10/14 00:00:00,191,
B26H0178,002,1976/10/28 00:00:00,193,
B26H0178,002,1976/11/15 00:00:00,196,
B26H0178,002,1976/11/29 00:00:00,198,
B26H0178,002,1976/12/14 00:00:00,181,
B26H0178,002,1976/12/28 00:00:00,182,
B26H0178,002,1977/01/14 00:00:00,182,
B26H0178,002,1977/01/28 00:00:00,171,
B26H0178,002,1977/02/14 00:00:00,164,
B26H0178,002,1977/02/28 00:00:00,150,
B26H0178,002,1977/03/14 00:00:00,154,
B26H0178,002,1977/03/28 00:00:00,153,
B26H0178,002,1977/04/14 00:00:00,147,
B26H0178,002,1977/07/14 00:00:00,174,
B26H0178,002,1977/07/28 00:00:00,177,
B26H0178,002,1977/08/15 00:00:00,180,
B26H0178,002,1977/08/29 00:00:00,170,
B26H0178,002,1977/09/14 00:00:00,184,
B26H0178,002,1977/09/28 00:00:00,190,
B26H0178,002,1977/10/14 00:00:00,194,
B26H0178,002,1977/10/28 00:00:00,196,
B26H0178,002,1977/11/14 00:00:00,184,
B26H0178,002,1977/11/28 00:00:00,143,
B26H0178,002,1978/01/12 00:00:00,137,
B26H0178,002,1978/01/27 00:00:00,129,
B26H0178,002,1978/02/14 00:00:00,134,
B26H0178,002,1978/02/28 00:00:00,138,
B26H0178,002,1978/03/14 00:00:00,137,
B26H0178,002,1978/03/28 00:00:00,116,
B26H0178,002,1978/04/14 00:00:00,135,
B26H0178,002,1978/05/02 00:00:00,133,
B26H0178,002,1978/05/16 00:00:00,139,
B26H0178,002,1978/05/29 00:00:00,148,
B26H0178,002,1978/06/14 00:00:00,158,
B26H0178,002,1978/06/28 00:00:00,162,
B26H0178,002,1978/07/14 00:00:00,158,
B26H0178,002,1978/07/28 00:00:00,168,
B26H0178,002,1978/08/15 00:00:00,172,
B26H0178,002,1978/08/28 00:00:00,180,
B26H0178,002,1978/09/14 00:00:00,184,
B26H0178,002,1978/09/28 00:00:00,182,
B26H0178,002,1978/10/13 00:00:00,173,
B26H0178,002,1978/10/27 00:00:00,179,
B26H0178,002,1978/11/14 00:00:00,183,
B26H0178,002,1978/11/28 00:00:00,181,
B26H0178,002,1978/12/14 00:00:00,179,
B26H0178,002,1978/12/28 00:00:00,170,
B26H0178,002,1979/01/15 00:00:00,145,
B26H0178,002,1979/01/29 00:00:00,151,
B26H0178,002,1979/02/15 00:00:00,133,
B26H0178,002,1979/02/28 00:00:00,123,
B26H0178,002,1979/03/14 00:00:00,107,
B26H0178,002,1979/03/28 00:00:00,95,
B26H0178,002,1979/04/12 00:00:00,110,
B26H0178,002,1979/04/27 00:00:00,94,
