Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,18-12-2017,,,,,,,,
Gegevens beschikbaar:,29-09-1975,tot:,25-04-2017,,,,,,,,
Datum: ,18-12-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B26H0179,001,26HP0059,178520,476200,2259,12-09-1975,12-09-1975,25-04-2017,2324,65,2059,1859


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B26H0179,001,29-09-1975,203,138,2121,,,,,,
B26H0179,001,28-10-1975,177,112,2147,,,,,,
B26H0179,001,14-07-1976,211,146,2113,,,,,,
B26H0179,001,28-07-1976,208,143,2116,,,,,,
B26H0179,001,13-08-1976,219,154,2105,,,,,,
B26H0179,001,27-08-1976,227,162,2097,,,,,,
B26H0179,001,14-09-1976,223,158,2101,,,,,,
B26H0179,001,28-09-1976,230,165,2094,,,,,,
B26H0179,001,14-10-1976,214,149,2110,,,,,,
B26H0179,001,28-10-1976,216,151,2108,,,,,,
B26H0179,001,15-11-1976,208,143,2116,,,,,,
B26H0179,001,29-11-1976,193,128,2131,,,,,,
B26H0179,001,14-12-1976,161,96,2163,,,,,,
B26H0179,001,28-12-1976,146,81,2178,,,,,,
B26H0179,001,14-01-1977,127,62,2197,,,,,,
B26H0179,001,28-01-1977,97,32,2227,,,,,,
B26H0179,001,14-02-1977,99,34,2225,,,,,,
B26H0179,001,28-02-1977,100,35,2224,,,,,,
B26H0179,001,14-03-1977,116,51,2208,,,,,,
B26H0179,001,28-03-1977,99,34,2225,,,,,,
B26H0179,001,14-04-1977,93,28,2231,,,,,,
B26H0179,001,14-07-1977,187,122,2137,,,,,,
B26H0179,001,28-07-1977,183,118,2141,,,,,,
B26H0179,001,15-08-1977,169,104,2155,,,,,,
B26H0179,001,29-08-1977,134,69,2190,,,,,,
B26H0179,001,14-09-1977,172,107,2152,,,,,,
B26H0179,001,28-09-1977,187,122,2137,,,,,,
B26H0179,001,14-10-1977,191,126,2133,,,,,,
B26H0179,001,28-10-1977,165,100,2159,,,,,,
B26H0179,001,14-11-1977,98,33,2226,,,,,,
B26H0179,001,28-11-1977,102,37,2222,,,,,,
B26H0179,001,12-01-1978,89,24,2235,,,,,,
B26H0179,001,27-01-1978,96,31,2228,,,,,,
B26H0179,001,14-02-1978,110,45,2214,,,,,,
B26H0179,001,28-02-1978,104,39,2220,,,,,,
B26H0179,001,14-03-1978,101,36,2223,,,,,,
B26H0179,001,28-03-1978,91,26,2233,,,,,,
B26H0179,001,14-04-1978,106,41,2218,,,,,,
B26H0179,001,02-05-1978,123,58,2201,,,,,,
B26H0179,001,16-05-1978,125,60,2199,,,,,,
B26H0179,001,29-05-1978,155,90,2169,,,,,,
B26H0179,001,14-06-1978,178,113,2146,,,,,,
B26H0179,001,28-06-1978,173,108,2151,,,,,,
B26H0179,001,14-07-1978,147,82,2177,,,,,,
B26H0179,001,28-07-1978,177,112,2147,,,,,,
B26H0179,001,15-08-1978,183,118,2141,,,,,,
B26H0179,001,28-08-1978,200,135,2124,,,,,,
B26H0179,001,14-09-1978,188,123,2136,,,,,,
B26H0179,001,28-09-1978,155,90,2169,,,,,,
