# DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
# KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# 
# THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
# ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE
# STN         NAME
# 596         Eemnes      
# RD        : 24-uur som van de neerslag in tiende millimeters van 08.00 voorafgaande dag- 08.00 UTC huidige dag
# SX        : codecijfer sneeuwdek om 08.00 uur UTC/code for the snow cover at 08.00 UTC
# STN,YYYYMMDD,   RD,   SX
  596,19970608,   52,    0
  596,19970609,   76,    0
  596,19970610,    0,    0
  596,19970611,    0,    0
  596,19970612,   33,    0
  596,19970613,    4,    0
  596,19970614,    8,    0
  596,19970615,    1,    0
  596,19970616,    0,    0
  596,19970617,    0,    0
  596,19970618,    0,    0
  596,19970619,    0,    0
  596,19970620,   48,    0
  596,19970621,   28,    0
  596,19970622,   72,    0
  596,19970623,   49,    0
  596,19970624,   53,    0
  596,19970625,    0,    0
  596,19970626,   38,    0
  596,19970627,   91,    0
  596,19970628,   83,    0
  596,19970629,   14,    0
  596,19970630,  147,    0
  596,19970701,    0,    0
  596,19970702,   70,    0
  596,19970703,   17,    0
  596,19970704,    4,    0
  596,19970705,    7,    0
  596,19970706,    0,    0
  596,19970707,    7,    0
  596,19970708,    0,    0
  596,19970709,    0,    0
  596,19970710,    0,    0
  596,19970711,    0,    0
  596,19970712,    0,    0
  596,19970713,    0,    0
  596,19970714,   33,    0
  596,19970715,    0,    0
  596,19970716,   10,    0
  596,19970717,    1,    0
  596,19970718,   81,    0
  596,19970719,   14,    0
  596,19970720,    0,    0
  596,19970721,    0,    0
  596,19970722,  195,    0
  596,19970723,    0,    0
  596,19970724,    0,    0
  596,19970725,   59,    0
  596,19970726,   18,    0
  596,19970727,   14,    0
  596,19970728,    0,    0
  596,19970729,    0,    0
  596,19970730,    0,    0
  596,19970731,    0,    0
  596,19970801,  241,    0
  596,19970802,   40,    0
  596,19970803,    0,    0
  596,19970804,    0,    0
  596,19970805,    0,    0
  596,19970806,    0,    0
  596,19970807,    0,    0
  596,19970808,    0,    0
  596,19970809,    0,    0
  596,19970810,    0,    0
  596,19970811,    0,    0
  596,19970812,    0,    0
  596,19970813,    0,    0
  596,19970814,    0,    0
  596,19970815,    0,    0
  596,19970816,    0,    0
  596,19970817,    0,    0
  596,19970818,    0,    0
  596,19970819,    0,    0
  596,19970820,    0,    0
  596,19970821,    0,    0
  596,19970822,    4,    0
  596,19970823,   79,    0
  596,19970824,    1,    0
  596,19970825,   72,    0
  596,19970826,  104,    0
  596,19970827,    1,    0
  596,19970828,  176,    0
  596,19970829,   55,    0
  596,19970830,  100,    0
  596,19970831,   12,    0
  596,19970901,    0,    0
  596,19970902,  136,    0
  596,19970903,    0,    0
  596,19970904,    8,    0
  596,19970905,    0,    0
  596,19970906,    3,    0
  596,19970907,   89,    0
  596,19970908,    8,    0
  596,19970909,    2,    0
  596,19970910,    0,    0
  596,19970911,    0,    0
  596,19970912,    3,    0
  596,19970913,   76,    0
  596,19970914,   39,    0
  596,19970915,    0,    0
  596,19970916,    0,    0
  596,19970917,    0,    0
  596,19970918,    0,    0
  596,19970919,    0,    0
  596,19970920,    0,    0
  596,19970921,    0,    0
  596,19970922,    0,    0
  596,19970923,    0,    0
  596,19970924,    0,    0
  596,19970925,    0,    0
  596,19970926,    0,    0
  596,19970927,    0,    0
  596,19970928,    0,    0
  596,19970929,    0,    0
  596,19970930,    0,    0
  596,19971001,  101,    0
  596,19971002,   23,    0
  596,19971003,    1,    0
  596,19971004,    0,    0
  596,19971005,    0,    0
  596,19971006,    0,    0
  596,19971007,  104,    0
  596,19971008,   22,    0
  596,19971009,  206,    0
  596,19971010,  204,    0
  596,19971011,  100,    0
  596,19971012,   27,    0
  596,19971013,   43,    0
  596,19971014,   88,    0
  596,19971015,   88,    0
  596,19971016,    1,    0
  596,19971017,    7,    0
  596,19971018,    1,    0
  596,19971019,    1,    0
  596,19971020,    0,    0
  596,19971021,    0,    0
  596,19971022,    0,    0
  596,19971023,    0,    0
  596,19971024,    1,    0
  596,19971025,    3,    0
  596,19971026,    8,    0
  596,19971027,    9,    0
  596,19971028,    0,    0
  596,19971029,    0,    0
  596,19971030,    0,    0
  596,19971031,    0,    0
  596,19971101,    0,    0
  596,19971102,    0,    0
  596,19971103,    0,    0
  596,19971104,    0,    0
  596,19971105,   27,    0
  596,19971106,    5,    0
  596,19971107,   39,    0
  596,19971108,   19,    0
  596,19971109,   17,    0
  596,19971110,    0,    0
  596,19971111,   13,    0
  596,19971112,    4,    0
  596,19971113,    3,    0
  596,19971114,    0,    0
  596,19971115,   17,    0
  596,19971116,   16,    0
  596,19971117,    0,    0
  596,19971118,    0,    0
  596,19971119,    0,    0
  596,19971120,   15,    0
  596,19971121,   18,    0
  596,19971122,    2,    0
  596,19971123,    0,    0
  596,19971124,    0,    0
  596,19971125,    0,    0
  596,19971126,    0,    0
  596,19971127,   13,    0
  596,19971128,   48,    0
  596,19971129,   56,    0
  596,19971130,    1,    0
  596,19971201,    3,    0
  596,19971202,    0,    0
  596,19971203,    0,    0
  596,19971204,    0,    0
  596,19971205,    2,    0
  596,19971206,    0,    0
  596,19971207,   26,    0
  596,19971208,    3,    0
  596,19971209,    0,    0
  596,19971210,  162,    0
  596,19971211,  116,    0
  596,19971212,   41,    0
  596,19971213,   23,    0
  596,19971214,    4,    0
  596,19971215,    1,    0
  596,19971216,    0,    0
  596,19971217,    0,    0
  596,19971218,    1,    0
  596,19971219,   11,    0
  596,19971220,    1,    0
  596,19971221,    5,    0
  596,19971222,   17,    0
  596,19971223,    0,    0
  596,19971224,   46,    0
  596,19971225,   51,    0
  596,19971226,   89,    0
  596,19971227,   56,    0
  596,19971228,   28,    0
  596,19971229,  110,    0
  596,19971230,    4,    0
  596,19971231,    6,    0
  596,19980101,    9,    0
  596,19980102,   35,    0
  596,19980103,   72,    0
  596,19980104,  133,    0
  596,19980105,   59,    0
  596,19980106,  124,    0
  596,19980107,   68,    0
  596,19980108,   44,    0
  596,19980109,   32,    0
  596,19980110,    1,    0
  596,19980111,    0,    0
  596,19980112,    0,    0
  596,19980113,    0,    0
  596,19980114,    0,    0
  596,19980115,   22,    0
  596,19980116,   17,    0
  596,19980117,   18,    0
  596,19980118,   16,    0
  596,19980119,  124,    0
  596,19980120,   44,    0
  596,19980121,    2,    0
  596,19980122,    0,    0
  596,19980123,    0,    0
  596,19980124,    1,    0
  596,19980125,    0,    0
  596,19980126,    0,    0
  596,19980127,    0,    0
  596,19980128,    0,    0
  596,19980129,   14,    0
  596,19980130,    3,    0
  596,19980131,   19,    0
  596,19980201,    0,    0
  596,19980202,    0,    0
  596,19980203,   31,  997
  596,19980204,    0,    0
  596,19980205,    0,    0
  596,19980206,    0,    0
  596,19980207,    0,    0
  596,19980208,   21,    0
  596,19980209,    0,    0
  596,19980210,    0,    0
  596,19980211,    0,    0
  596,19980212,    0,    0
  596,19980213,    0,    0
  596,19980214,    0,    0
  596,19980215,    0,    0
  596,19980216,    0,    0
  596,19980217,    4,    0
  596,19980218,    1,    0
  596,19980219,    0,    0
  596,19980220,    0,    0
  596,19980221,    0,    0
  596,19980222,   15,    0
  596,19980223,    1,    0
  596,19980224,    9,    0
  596,19980225,    0,    0
  596,19980226,    0,    0
  596,19980227,    0,    0
  596,19980228,   67,    0
  596,19980301,    9,  997
  596,19980302,    6,  997
  596,19980303,   81,    0
  596,19980304,  124,    0
  596,19980305,  142,    0
  596,19980306,  122,    0
  596,19980307,  557,    0
  596,19980308,   66,    0
  596,19980309,   11,  997
  596,19980310,    2,    0
  596,19980311,   47,  997
  596,19980312,   37,  997
  596,19980313,    3,    0
  596,19980314,    9,    0
  596,19980315,    6,    0
  596,19980316,    3,    0
  596,19980317,    0,    0
  596,19980318,    0,    0
  596,19980319,    0,    0
  596,19980320,    0,    0
  596,19980321,    3,    0
  596,19980322,    0,    0
  596,19980323,    7,    0
  596,19980324,    0,    0
  596,19980325,    0,    0
  596,19980326,    0,    0
  596,19980327,   48,    0
  596,19980328,    1,    0
  596,19980329,    1,    0
  596,19980330,    0,    0
