# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 350:         4.936       51.566      14.90  GILZE-RIJEN
# 
# YYYYMMDD = Date (YYYY=year MM=month DD=day); 
# RH       = Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm); 
# EV24     = Potential evapotranspiration (Makkink) (in 0.1 mm); 
# 
# STN,YYYYMMDD,   RH, EV24
# 
  350,19580419,     ,     
  350,19580420,     ,     
  350,19580421,     ,     
  350,19580422,     ,     
  350,19580423,     ,     
  350,19580424,     ,     
  350,19580425,     ,     
  350,19580426,     ,     
  350,19580427,     ,     
  350,19580428,     ,     
  350,19580429,     ,     
  350,19580430,     ,     
  350,19580501,     ,     
  350,19580502,     ,     
  350,19580503,     ,     
  350,19580504,     ,     
  350,19580505,     ,     
  350,19580506,     ,     
  350,19580507,     ,     
  350,19580508,     ,     
  350,19580509,     ,     
  350,19580510,     ,     
  350,19580511,     ,     
  350,19580512,     ,     
  350,19580513,     ,     
  350,19580514,     ,     
  350,19580515,     ,     
  350,19580516,     ,     
  350,19580517,     ,     
  350,19580518,     ,     
  350,19580519,     ,     
  350,19580520,     ,     
  350,19580521,     ,     
  350,19580522,     ,     
  350,19580523,     ,     
  350,19580524,     ,     
  350,19580525,     ,     
  350,19580526,     ,     
  350,19580527,     ,     
  350,19580528,     ,     
  350,19580529,     ,     
  350,19580530,     ,     
  350,19580531,     ,     
  350,19580601,     ,     
  350,19580602,     ,     
  350,19580603,     ,     
  350,19580604,     ,     
  350,19580605,     ,     
  350,19580606,     ,     
  350,19580607,     ,     
  350,19580608,     ,     
  350,19580609,     ,     
  350,19580610,     ,     
  350,19580611,     ,     
  350,19580612,     ,     
  350,19580613,     ,     
  350,19580614,     ,     
  350,19580615,     ,     
  350,19580616,     ,     
  350,19580617,     ,     
  350,19580618,     ,     
  350,19580619,     ,     
  350,19580620,     ,     
  350,19580621,     ,     
  350,19580622,     ,     
  350,19580623,     ,     
  350,19580624,     ,     
  350,19580625,     ,     
  350,19580626,     ,     
  350,19580627,     ,     
  350,19580628,     ,     
  350,19580629,     ,     
  350,19580630,     ,     
  350,19580701,     ,     
  350,19580702,     ,     
  350,19580703,     ,     
  350,19580704,     ,     
  350,19580705,     ,     
  350,19580706,     ,     
  350,19580707,     ,     
  350,19580708,     ,     
  350,19580709,     ,     
  350,19580710,     ,     
  350,19580711,     ,     
  350,19580712,     ,     
  350,19580713,     ,     
  350,19580714,     ,     
  350,19580715,     ,     
  350,19580716,     ,     
  350,19580717,     ,     
  350,19580718,     ,     
  350,19580719,     ,     
  350,19580720,     ,     
  350,19580721,     ,     
  350,19580722,     ,     
  350,19580723,     ,     
  350,19580724,     ,     
  350,19580725,     ,     
  350,19580726,     ,     
  350,19580727,     ,     
  350,19580728,     ,     
  350,19580729,     ,     
  350,19580730,     ,     
  350,19580731,     ,     
  350,19580801,     ,     
  350,19580802,     ,     
  350,19580803,     ,     
  350,19580804,     ,     
  350,19580805,     ,     
  350,19580806,     ,     
  350,19580807,     ,     
  350,19580808,     ,     
  350,19580809,     ,     
  350,19580810,     ,     
  350,19580811,     ,     
  350,19580812,     ,     
  350,19580813,     ,     
  350,19580814,     ,     
  350,19580815,     ,     
  350,19580816,     ,     
  350,19580817,     ,     
  350,19580818,     ,     
  350,19580819,     ,     
  350,19580820,     ,     
  350,19580821,     ,     
  350,19580822,     ,     
  350,19580823,     ,     
  350,19580824,     ,     
  350,19580825,     ,     
  350,19580826,     ,     
  350,19580827,     ,     
  350,19580828,     ,     
  350,19580829,     ,     
  350,19580830,     ,     
  350,19580831,     ,     
  350,19580901,     ,     
  350,19580902,     ,     
  350,19580903,     ,     
  350,19580904,     ,     
  350,19580905,     ,     
  350,19580906,     ,     
  350,19580907,     ,     
  350,19580908,     ,     
  350,19580909,     ,     
  350,19580910,     ,     
  350,19580911,     ,     
  350,19580912,     ,     
  350,19580913,     ,     
  350,19580914,     ,     
  350,19580915,     ,     
  350,19580916,     ,     
  350,19580917,     ,     
  350,19580918,     ,     
  350,19580919,     ,     
  350,19580920,     ,     
  350,19580921,     ,     
  350,19580922,     ,     
  350,19580923,     ,     
  350,19580924,     ,     
  350,19580925,     ,     
  350,19580926,     ,     
  350,19580927,     ,     
  350,19580928,     ,     
  350,19580929,     ,     
  350,19580930,     ,     
  350,19581001,     ,     
  350,19581002,     ,     
  350,19581003,     ,     
  350,19581004,     ,     
  350,19581005,     ,     
  350,19581006,     ,     
  350,19581007,     ,     
  350,19581008,     ,     
  350,19581009,     ,     
  350,19581010,     ,     
  350,19581011,     ,     
  350,19581012,     ,     
  350,19581013,     ,     
  350,19581014,     ,     
  350,19581015,     ,     
  350,19581016,     ,     
  350,19581017,     ,     
  350,19581018,     ,     
  350,19581019,     ,     
  350,19581020,     ,     
  350,19581021,     ,     
  350,19581022,     ,     
  350,19581023,     ,     
  350,19581024,     ,     
  350,19581025,     ,     
  350,19581026,     ,     
  350,19581027,     ,     
  350,19581028,     ,     
  350,19581029,     ,     
  350,19581030,     ,     
  350,19581031,     ,     
  350,19581101,     ,     
  350,19581102,     ,     
  350,19581103,     ,     
  350,19581104,     ,     
  350,19581105,     ,     
  350,19581106,     ,     
  350,19581107,     ,     
  350,19581108,     ,     
  350,19581109,     ,     
  350,19581110,     ,     
  350,19581111,     ,     
  350,19581112,     ,     
  350,19581113,     ,     
  350,19581114,     ,     
  350,19581115,     ,     
  350,19581116,     ,     
  350,19581117,     ,     
  350,19581118,     ,     
  350,19581119,     ,     
  350,19581120,     ,     
  350,19581121,     ,     
  350,19581122,     ,     
  350,19581123,     ,     
  350,19581124,     ,     
  350,19581125,     ,     
  350,19581126,     ,     
  350,19581127,     ,     
  350,19581128,     ,     
  350,19581129,     ,     
  350,19581130,     ,     
  350,19581201,     ,     
  350,19581202,     ,     
  350,19581203,     ,     
  350,19581204,     ,     
  350,19581205,     ,     
  350,19581206,     ,     
  350,19581207,     ,     
  350,19581208,     ,     
  350,19581209,     ,     
  350,19581210,     ,     
  350,19581211,     ,     
  350,19581212,     ,     
  350,19581213,     ,     
  350,19581214,     ,     
  350,19581215,     ,     
  350,19581216,     ,     
  350,19581217,     ,     
  350,19581218,     ,     
  350,19581219,     ,     
  350,19581220,     ,     
  350,19581221,     ,     
  350,19581222,     ,     
  350,19581223,     ,     
  350,19581224,     ,     
  350,19581225,     ,     
  350,19581226,     ,     
  350,19581227,     ,     
  350,19581228,     ,     
  350,19581229,     ,     
  350,19581230,     ,     
  350,19581231,     ,     
  350,19590101,     ,     
  350,19590102,     ,     
  350,19590103,     ,     
  350,19590104,     ,     
  350,19590105,     ,     
  350,19590106,     ,     
  350,19590107,     ,     
  350,19590108,     ,     
  350,19590109,     ,     
  350,19590110,     ,     
  350,19590111,     ,     
  350,19590112,     ,     
  350,19590113,     ,     
  350,19590114,     ,     
  350,19590115,     ,     
  350,19590116,     ,     
  350,19590117,     ,     
  350,19590118,     ,     
  350,19590119,     ,     
  350,19590120,     ,     
  350,19590121,     ,     
  350,19590122,     ,     
  350,19590123,     ,     
  350,19590124,     ,     
  350,19590125,     ,     
  350,19590126,     ,     
  350,19590127,     ,     
  350,19590128,     ,     
  350,19590129,     ,     
  350,19590130,     ,     
  350,19590131,     ,     
  350,19590201,     ,     
  350,19590202,     ,     
  350,19590203,     ,     
  350,19590204,     ,     
  350,19590205,     ,     
  350,19590206,     ,     
  350,19590207,     ,     
  350,19590208,     ,     
  350,19590209,     ,     
  350,19590210,     ,     
  350,19590211,     ,     
  350,19590212,     ,     
  350,19590213,     ,     
  350,19590214,     ,     
  350,19590215,     ,     
  350,19590216,     ,     
  350,19590217,     ,     
  350,19590218,     ,     
  350,19590219,     ,     
  350,19590220,     ,     
  350,19590221,     ,     
  350,19590222,     ,     
  350,19590223,     ,     
  350,19590224,     ,     
  350,19590225,     ,     
  350,19590226,     ,     
  350,19590227,     ,     
  350,19590228,     ,     
  350,19590301,     ,     
  350,19590302,     ,     
  350,19590303,     ,     
  350,19590304,     ,     
  350,19590305,     ,     
  350,19590306,     ,     
  350,19590307,     ,     
  350,19590308,     ,     
  350,19590309,     ,     
  350,19590310,     ,     
  350,19590311,     ,     
  350,19590312,     ,     
  350,19590313,     ,     
  350,19590314,     ,     
  350,19590315,     ,     
  350,19590316,     ,     
  350,19590317,     ,     
  350,19590318,     ,     
  350,19590319,     ,     
  350,19590320,     ,     
  350,19590321,     ,     
  350,19590322,     ,     
  350,19590323,     ,     
  350,19590324,     ,     
  350,19590325,     ,     
  350,19590326,     ,     
  350,19590327,     ,     
  350,19590328,     ,     
  350,19590329,     ,     
  350,19590330,     ,     
  350,19590331,     ,     
  350,19590401,     ,     
  350,19590402,     ,     
  350,19590403,     ,     
  350,19590404,     ,     
  350,19590405,     ,     
  350,19590406,     ,     
  350,19590407,     ,     
  350,19590408,     ,     
  350,19590409,     ,     
  350,19590410,     ,     
  350,19590411,     ,     
  350,19590412,     ,     
  350,19590413,     ,     
  350,19590414,     ,     
  350,19590415,     ,     
  350,19590416,     ,     
  350,19590417,     ,     
  350,19590418,     ,     
  350,19590419,     ,     
  350,19590420,     ,     
  350,19590421,     ,     
  350,19590422,     ,     
  350,19590423,     ,     
  350,19590424,     ,     
  350,19590425,     ,     
  350,19590426,     ,     
  350,19590427,     ,     
  350,19590428,     ,     
  350,19590429,     ,     
  350,19590430,     ,     
  350,19590501,     ,     
  350,19590502,     ,     
  350,19590503,     ,     
  350,19590504,     ,     
  350,19590505,     ,     
  350,19590506,     ,     
  350,19590507,     ,     
  350,19590508,     ,     
  350,19590509,     ,     
  350,19590510,     ,     
  350,19590511,     ,     
  350,19590512,     ,     
  350,19590513,     ,     
  350,19590514,     ,     
  350,19590515,     ,     
  350,19590516,     ,     
  350,19590517,     ,     
  350,19590518,     ,     
  350,19590519,     ,     
  350,19590520,     ,     
  350,19590521,     ,     
  350,19590522,     ,     
  350,19590523,     ,     
  350,19590524,     ,     
  350,19590525,     ,     
  350,19590526,     ,     
  350,19590527,     ,     
  350,19590528,     ,     
  350,19590529,     ,     
  350,19590530,     ,     
  350,19590531,     ,     
  350,19590601,     ,     
  350,19590602,     ,     
  350,19590603,     ,     
  350,19590604,     ,     
  350,19590605,     ,     
  350,19590606,     ,     
  350,19590607,     ,     
  350,19590608,     ,     
  350,19590609,     ,     
  350,19590610,     ,     
  350,19590611,     ,     
  350,19590612,     ,     
  350,19590613,     ,     
  350,19590614,     ,     
  350,19590615,     ,     
  350,19590616,     ,     
  350,19590617,     ,     
  350,19590618,     ,     
  350,19590619,     ,     
  350,19590620,     ,     
  350,19590621,     ,     
  350,19590622,     ,     
  350,19590623,     ,     
  350,19590624,     ,     
  350,19590625,     ,     
  350,19590626,     ,     
  350,19590627,     ,     
  350,19590628,     ,     
  350,19590629,     ,     
  350,19590630,     ,     
  350,19590701,     ,     
  350,19590702,     ,     
  350,19590703,     ,     
  350,19590704,     ,     
  350,19590705,     ,     
  350,19590706,     ,     
  350,19590707,     ,     
  350,19590708,     ,     
  350,19590709,     ,     
  350,19590710,     ,     
  350,19590711,     ,     
  350,19590712,     ,     
  350,19590713,     ,     
  350,19590714,     ,     
  350,19590715,     ,     
  350,19590716,     ,     
  350,19590717,     ,     
  350,19590718,     ,     
  350,19590719,     ,     
  350,19590720,     ,     
  350,19590721,     ,     
  350,19590722,     ,     
  350,19590723,     ,     
  350,19590724,     ,     
  350,19590725,     ,     
  350,19590726,     ,     
  350,19590727,     ,     
  350,19590728,     ,     
  350,19590729,     ,     
  350,19590730,     ,     
  350,19590731,     ,     
  350,19590801,     ,     
  350,19590802,     ,     
  350,19590803,     ,     
  350,19590804,     ,     
  350,19590805,     ,     
  350,19590806,     ,     
  350,19590807,     ,     
  350,19590808,     ,     
  350,19590809,     ,     
  350,19590810,     ,     
  350,19590811,     ,     
  350,19590812,     ,     
  350,19590813,     ,     
  350,19590814,     ,     
  350,19590815,     ,     
  350,19590816,     ,     
  350,19590817,     ,     
  350,19590818,     ,     
  350,19590819,     ,     
  350,19590820,     ,     
  350,19590821,     ,     
  350,19590822,     ,     
  350,19590823,     ,     
  350,19590824,     ,     
  350,19590825,     ,     
  350,19590826,     ,     
  350,19590827,     ,     
  350,19590828,     ,     
  350,19590829,     ,     
  350,19590830,     ,     
  350,19590831,     ,     
  350,19590901,     ,     
  350,19590902,     ,     
  350,19590903,     ,     
  350,19590904,     ,     
  350,19590905,     ,     
  350,19590906,     ,     
  350,19590907,     ,     
  350,19590908,     ,     
  350,19590909,     ,     
  350,19590910,     ,     
  350,19590911,     ,     
  350,19590912,     ,     
  350,19590913,     ,     
  350,19590914,     ,     
  350,19590915,     ,     
  350,19590916,     ,     
  350,19590917,     ,     
  350,19590918,     ,     
  350,19590919,     ,     
  350,19590920,     ,     
  350,19590921,     ,     
  350,19590922,     ,     
  350,19590923,     ,     
  350,19590924,     ,     
  350,19590925,     ,     
  350,19590926,     ,     
  350,19590927,     ,     
  350,19590928,     ,     
  350,19590929,     ,     
  350,19590930,     ,     
  350,19591001,     ,     
  350,19591002,     ,     
  350,19591003,     ,     
  350,19591004,     ,     
  350,19591005,     ,     
  350,19591006,     ,     
  350,19591007,     ,     
  350,19591008,     ,     
  350,19591009,     ,     
  350,19591010,     ,     
  350,19591011,     ,     
  350,19591012,     ,     
  350,19591013,     ,     
  350,19591014,     ,     
  350,19591015,     ,     
  350,19591016,     ,     
  350,19591017,     ,     
  350,19591018,     ,     
  350,19591019,     ,     
  350,19591020,     ,     
  350,19591021,     ,     
  350,19591022,     ,     
  350,19591023,     ,     
  350,19591024,     ,     
  350,19591025,     ,     
  350,19591026,     ,     
  350,19591027,     ,     
  350,19591028,     ,     
  350,19591029,     ,     
  350,19591030,     ,     
  350,19591031,     ,     
  350,19591101,     ,     
  350,19591102,     ,     
  350,19591103,     ,     
  350,19591104,     ,     
  350,19591105,     ,     
  350,19591106,     ,     
  350,19591107,     ,     
  350,19591108,     ,     
  350,19591109,     ,     
  350,19591110,     ,     
  350,19591111,     ,     
  350,19591112,     ,     
  350,19591113,     ,     
  350,19591114,     ,     
  350,19591115,     ,     
  350,19591116,     ,     
  350,19591117,     ,     
  350,19591118,     ,     
  350,19591119,     ,     
  350,19591120,     ,     
  350,19591121,     ,     
  350,19591122,     ,     
  350,19591123,     ,     
  350,19591124,     ,     
  350,19591125,     ,     
  350,19591126,     ,     
  350,19591127,     ,     
  350,19591128,     ,     
  350,19591129,     ,     
  350,19591130,     ,     
  350,19591201,     ,     
  350,19591202,     ,     
  350,19591203,     ,     
  350,19591204,     ,     
  350,19591205,     ,     
  350,19591206,     ,     
  350,19591207,     ,     
  350,19591208,     ,     
  350,19591209,     ,     
  350,19591210,     ,     
  350,19591211,     ,     
  350,19591212,     ,     
  350,19591213,     ,     
  350,19591214,     ,     
  350,19591215,     ,     
  350,19591216,     ,     
  350,19591217,     ,     
  350,19591218,     ,     
  350,19591219,     ,     
  350,19591220,     ,     
  350,19591221,     ,     
  350,19591222,     ,     
  350,19591223,     ,     
  350,19591224,     ,     
  350,19591225,     ,     
  350,19591226,     ,     
  350,19591227,     ,     
  350,19591228,     ,     
  350,19591229,     ,     
  350,19591230,     ,     
  350,19591231,     ,     
  350,19600101,     ,     
  350,19600102,     ,     
  350,19600103,     ,     
  350,19600104,     ,     
  350,19600105,     ,     
  350,19600106,     ,     
  350,19600107,     ,     
  350,19600108,     ,     
  350,19600109,     ,     
  350,19600110,     ,     
  350,19600111,     ,     
  350,19600112,     ,     
  350,19600113,     ,     
  350,19600114,     ,     
  350,19600115,     ,     
  350,19600116,     ,     
  350,19600117,     ,     
  350,19600118,     ,     
  350,19600119,     ,     
  350,19600120,     ,     
  350,19600121,     ,     
  350,19600122,     ,     
  350,19600123,     ,     
  350,19600124,     ,     
  350,19600125,     ,     
  350,19600126,     ,     
  350,19600127,     ,     
  350,19600128,     ,     
  350,19600129,     ,     
  350,19600130,     ,     
  350,19600131,     ,     
  350,19600201,     ,     
  350,19600202,     ,     
  350,19600203,     ,     
  350,19600204,     ,     
  350,19600205,     ,     
  350,19600206,     ,     
  350,19600207,     ,     
  350,19600208,     ,     
  350,19600209,     ,     
  350,19600210,     ,     
  350,19600211,     ,     
  350,19600212,     ,     
  350,19600213,     ,     
  350,19600214,     ,     
  350,19600215,     ,     
  350,19600216,     ,     
  350,19600217,     ,     
  350,19600218,     ,     
  350,19600219,     ,     
  350,19600220,     ,     
  350,19600221,     ,     
  350,19600222,     ,     
  350,19600223,     ,     
  350,19600224,     ,     
  350,19600225,     ,     
  350,19600226,     ,     
  350,19600227,     ,     
  350,19600228,     ,     
  350,19600229,     ,     
  350,19600301,     ,     
  350,19600302,     ,     
  350,19600303,     ,     
  350,19600304,     ,     
  350,19600305,     ,     
  350,19600306,     ,     
  350,19600307,     ,     
  350,19600308,     ,     
  350,19600309,     ,     
  350,19600310,     ,     
  350,19600311,     ,     
  350,19600312,     ,     
  350,19600313,     ,     
  350,19600314,     ,     
  350,19600315,     ,     
  350,19600316,     ,     
  350,19600317,     ,     
  350,19600318,     ,     
  350,19600319,     ,     
  350,19600320,     ,     
  350,19600321,     ,     
  350,19600322,     ,     
  350,19600323,     ,     
  350,19600324,     ,     
  350,19600325,     ,     
  350,19600326,     ,     
  350,19600327,     ,     
  350,19600328,     ,     
  350,19600329,     ,     
  350,19600330,     ,     
  350,19600331,     ,     
  350,19600401,     ,     
  350,19600402,     ,     
  350,19600403,     ,     
  350,19600404,     ,     
  350,19600405,     ,     
  350,19600406,     ,     
  350,19600407,     ,     
  350,19600408,     ,     
  350,19600409,     ,     
  350,19600410,     ,     
  350,19600411,     ,     
  350,19600412,     ,     
  350,19600413,     ,     
  350,19600414,     ,     
  350,19600415,     ,     
  350,19600416,     ,     
  350,19600417,     ,     
  350,19600418,     ,     
  350,19600419,     ,     
  350,19600420,     ,     
  350,19600421,     ,     
  350,19600422,     ,     
  350,19600423,     ,     
  350,19600424,     ,     
  350,19600425,     ,     
  350,19600426,     ,     
  350,19600427,     ,     
  350,19600428,     ,     
  350,19600429,     ,     
  350,19600430,     ,     
  350,19600501,     ,     
  350,19600502,     ,     
  350,19600503,     ,     
  350,19600504,     ,     
  350,19600505,     ,     
  350,19600506,     ,     
  350,19600507,     ,     
  350,19600508,     ,     
  350,19600509,     ,     
  350,19600510,     ,     
  350,19600511,     ,     
  350,19600512,     ,     
  350,19600513,     ,     
  350,19600514,     ,     
  350,19600515,     ,     
  350,19600516,     ,     
  350,19600517,     ,     
  350,19600518,     ,     
  350,19600519,     ,     
  350,19600520,     ,     
  350,19600521,     ,     
  350,19600522,     ,     
  350,19600523,     ,     
  350,19600524,     ,     
  350,19600525,     ,     
  350,19600526,     ,     
  350,19600527,     ,     
  350,19600528,     ,     
  350,19600529,     ,     
  350,19600530,     ,     
  350,19600531,     ,     
  350,19600601,     ,     
  350,19600602,     ,     
  350,19600603,     ,     
  350,19600604,     ,     
  350,19600605,     ,     
  350,19600606,     ,     
  350,19600607,     ,     
  350,19600608,     ,     
  350,19600609,     ,     
  350,19600610,     ,     
  350,19600611,     ,     
  350,19600612,     ,     
  350,19600613,     ,     
  350,19600614,     ,     
  350,19600615,     ,     
  350,19600616,     ,     
  350,19600617,     ,     
  350,19600618,     ,     
  350,19600619,     ,     
  350,19600620,     ,     
  350,19600621,     ,     
  350,19600622,     ,     
  350,19600623,     ,     
  350,19600624,     ,     
  350,19600625,     ,     
  350,19600626,     ,     
  350,19600627,     ,     
  350,19600628,     ,     
  350,19600629,     ,     
  350,19600630,     ,     
  350,19600701,     ,     
  350,19600702,     ,     
  350,19600703,     ,     
  350,19600704,     ,     
  350,19600705,     ,     
  350,19600706,     ,     
  350,19600707,     ,     
  350,19600708,     ,     
  350,19600709,     ,     
  350,19600710,     ,     
  350,19600711,     ,     
  350,19600712,     ,     
  350,19600713,     ,     
  350,19600714,     ,     
  350,19600715,     ,     
  350,19600716,     ,     
  350,19600717,     ,     
  350,19600718,     ,     
  350,19600719,     ,     
  350,19600720,     ,     
  350,19600721,     ,     
  350,19600722,     ,     
  350,19600723,     ,     
  350,19600724,     ,     
  350,19600725,     ,     
  350,19600726,     ,     
  350,19600727,     ,     
  350,19600728,     ,     
  350,19600729,     ,     
  350,19600730,     ,     
  350,19600731,     ,     
  350,19600801,     ,     
  350,19600802,     ,     
  350,19600803,     ,     
  350,19600804,     ,     
  350,19600805,     ,     
  350,19600806,     ,     
  350,19600807,     ,     
  350,19600808,     ,     
  350,19600809,     ,     
  350,19600810,     ,     
  350,19600811,     ,     
  350,19600812,     ,     
  350,19600813,     ,     
  350,19600814,     ,     
  350,19600815,     ,     
  350,19600816,     ,     
  350,19600817,     ,     
  350,19600818,     ,     
  350,19600819,     ,     
  350,19600820,     ,     
  350,19600821,     ,     
  350,19600822,     ,     
  350,19600823,     ,     
  350,19600824,     ,     
  350,19600825,     ,     
  350,19600826,     ,     
  350,19600827,     ,     
  350,19600828,     ,     
  350,19600829,     ,     
  350,19600830,     ,     
  350,19600831,     ,     
  350,19600901,     ,     
  350,19600902,     ,     
  350,19600903,     ,     
  350,19600904,     ,     
  350,19600905,     ,     
  350,19600906,     ,     
  350,19600907,     ,     
  350,19600908,     ,     
  350,19600909,     ,     
  350,19600910,     ,     
  350,19600911,     ,     
  350,19600912,     ,     
  350,19600913,     ,     
  350,19600914,     ,     
  350,19600915,     ,     
  350,19600916,     ,     
  350,19600917,     ,     
  350,19600918,     ,     
  350,19600919,     ,     
  350,19600920,     ,     
  350,19600921,     ,     
  350,19600922,     ,     
  350,19600923,     ,     
  350,19600924,     ,     
  350,19600925,     ,     
  350,19600926,     ,     
  350,19600927,     ,     
  350,19600928,     ,     
  350,19600929,     ,     
  350,19600930,     ,     
  350,19601001,     ,     
  350,19601002,     ,     
  350,19601003,     ,     
  350,19601004,     ,     
  350,19601005,     ,     
  350,19601006,     ,     
  350,19601007,     ,     
  350,19601008,     ,     
  350,19601009,     ,     
  350,19601010,     ,     
  350,19601011,     ,     
  350,19601012,     ,     
  350,19601013,     ,     
  350,19601014,     ,     
  350,19601015,     ,     
  350,19601016,     ,     
  350,19601017,     ,     
  350,19601018,     ,     
  350,19601019,     ,     
  350,19601020,     ,     
  350,19601021,     ,     
  350,19601022,     ,     
  350,19601023,     ,     
  350,19601024,     ,     
  350,19601025,     ,     
  350,19601026,     ,     
  350,19601027,     ,     
  350,19601028,     ,     
  350,19601029,     ,     
  350,19601030,     ,     
  350,19601031,     ,     
  350,19601101,     ,     
  350,19601102,     ,     
  350,19601103,     ,     
  350,19601104,     ,     
  350,19601105,     ,     
  350,19601106,     ,     
  350,19601107,     ,     
  350,19601108,     ,     
  350,19601109,     ,     
  350,19601110,     ,     
  350,19601111,     ,     
  350,19601112,     ,     
  350,19601113,     ,     
  350,19601114,     ,     
  350,19601115,     ,     
  350,19601116,     ,     
  350,19601117,     ,     
  350,19601118,     ,     
  350,19601119,     ,     
  350,19601120,     ,     
  350,19601121,     ,     
  350,19601122,     ,     
  350,19601123,     ,     
  350,19601124,     ,     
  350,19601125,     ,     
  350,19601126,     ,     
  350,19601127,     ,     
  350,19601128,     ,     
  350,19601129,     ,     
  350,19601130,     ,     
  350,19601201,     ,     
  350,19601202,     ,     
  350,19601203,     ,     
  350,19601204,     ,     
  350,19601205,     ,     
  350,19601206,     ,     
  350,19601207,     ,     
  350,19601208,     ,     
  350,19601209,     ,     
  350,19601210,     ,     
  350,19601211,     ,     
  350,19601212,     ,     
  350,19601213,     ,     
  350,19601214,     ,     
  350,19601215,     ,     
  350,19601216,     ,     
  350,19601217,     ,     
  350,19601218,     ,     
  350,19601219,     ,     
  350,19601220,     ,     
  350,19601221,     ,     
  350,19601222,     ,     
  350,19601223,     ,     
  350,19601224,     ,     
  350,19601225,     ,     
  350,19601226,     ,     
  350,19601227,     ,     
  350,19601228,     ,     
  350,19601229,     ,     
  350,19601230,     ,     
  350,19601231,     ,     
  350,19610101,     ,     
  350,19610102,     ,     
  350,19610103,     ,     
  350,19610104,     ,     
  350,19610105,     ,     
  350,19610106,     ,     
  350,19610107,     ,     
  350,19610108,     ,     
  350,19610109,     ,     
  350,19610110,     ,     
  350,19610111,     ,     
  350,19610112,     ,     
  350,19610113,     ,     
  350,19610114,     ,     
  350,19610115,     ,     
  350,19610116,     ,     
  350,19610117,     ,     
  350,19610118,     ,     
  350,19610119,     ,     
  350,19610120,     ,     
  350,19610121,     ,     
  350,19610122,     ,     
  350,19610123,     ,     
  350,19610124,     ,     
  350,19610125,     ,     
  350,19610126,     ,     
  350,19610127,     ,     
  350,19610128,     ,     
  350,19610129,     ,     
  350,19610130,     ,     
  350,19610131,     ,     
  350,19610201,     ,     
  350,19610202,     ,     
  350,19610203,     ,     
  350,19610204,     ,     
  350,19610205,     ,     
  350,19610206,     ,     
  350,19610207,     ,     
  350,19610208,     ,     
  350,19610209,     ,     
  350,19610210,     ,     
  350,19610211,     ,     
  350,19610212,     ,     
  350,19610213,     ,     
  350,19610214,     ,     
  350,19610215,     ,     
  350,19610216,     ,     
  350,19610217,     ,     
  350,19610218,     ,     
  350,19610219,     ,     
  350,19610220,     ,     
  350,19610221,     ,     
  350,19610222,     ,     
  350,19610223,     ,     
  350,19610224,     ,     
  350,19610225,     ,     
  350,19610226,     ,     
  350,19610227,     ,     
  350,19610228,     ,     
  350,19610301,     ,     
  350,19610302,     ,     
  350,19610303,     ,     
  350,19610304,     ,     
  350,19610305,     ,     
  350,19610306,     ,     
  350,19610307,     ,     
  350,19610308,     ,     
  350,19610309,     ,     
  350,19610310,     ,     
  350,19610311,     ,     
  350,19610312,     ,     
  350,19610313,     ,     
  350,19610314,     ,     
  350,19610315,     ,     
  350,19610316,     ,     
  350,19610317,     ,     
  350,19610318,     ,     
  350,19610319,     ,     
  350,19610320,     ,     
  350,19610321,     ,     
  350,19610322,     ,     
  350,19610323,     ,     
  350,19610324,     ,     
  350,19610325,     ,     
  350,19610326,     ,     
  350,19610327,     ,     
  350,19610328,     ,     
  350,19610329,     ,     
  350,19610330,     ,     
  350,19610331,     ,     
  350,19610401,     ,     
  350,19610402,     ,     
  350,19610403,     ,     
  350,19610404,     ,     
  350,19610405,     ,     
  350,19610406,     ,     
  350,19610407,     ,     
  350,19610408,     ,     
  350,19610409,     ,     
  350,19610410,     ,     
  350,19610411,     ,     
  350,19610412,     ,     
  350,19610413,     ,     
  350,19610414,     ,     
  350,19610415,     ,     
  350,19610416,     ,     
  350,19610417,     ,     
  350,19610418,     ,     
  350,19610419,     ,     
  350,19610420,     ,     
  350,19610421,     ,     
  350,19610422,     ,     
  350,19610423,     ,     
  350,19610424,     ,     
  350,19610425,     ,     
  350,19610426,     ,     
  350,19610427,     ,     
  350,19610428,     ,     
  350,19610429,     ,     
  350,19610430,     ,     
  350,19610501,     ,     
  350,19610502,     ,     
  350,19610503,     ,     
  350,19610504,     ,     
  350,19610505,     ,     
  350,19610506,     ,     
  350,19610507,     ,     
  350,19610508,     ,     
  350,19610509,     ,     
  350,19610510,     ,     
  350,19610511,     ,     
  350,19610512,     ,     
  350,19610513,     ,     
  350,19610514,     ,     
  350,19610515,     ,     
