Date,Waterstand gemeten,Theoretische curve (Q50),Theoretische curve (Q90)
2018-03-24 09:45:00,29.577,NaN,NaN
2018-03-24 10:00:00,29.576,NaN,NaN
2018-03-24 10:15:00,29.577,NaN,NaN
2018-03-24 10:30:00,29.578,NaN,NaN
2018-03-24 10:45:00,29.578,NaN,NaN
2018-03-24 11:00:00,29.578,NaN,NaN
2018-03-24 11:15:00,29.578,NaN,NaN
2018-03-24 11:30:00,29.579,NaN,NaN
2018-03-24 11:45:00,29.579,NaN,NaN
2018-03-24 12:00:00,29.580,NaN,NaN
2018-03-24 12:15:00,29.579,NaN,NaN
2018-03-24 12:30:00,29.579,NaN,NaN
2018-03-24 12:45:00,29.579,NaN,NaN
2018-03-24 13:00:00,29.578,NaN,NaN
2018-03-24 13:15:00,29.579,NaN,NaN
2018-03-24 13:30:00,29.579,NaN,NaN
2018-03-24 13:45:00,29.579,NaN,NaN
2018-03-24 14:00:00,29.578,NaN,NaN
2018-03-24 14:15:00,29.577,NaN,NaN
2018-03-24 14:30:00,29.576,NaN,NaN
2018-03-24 14:45:00,29.577,NaN,NaN
2018-03-24 15:00:00,29.577,NaN,NaN
2018-03-24 15:15:00,29.577,NaN,NaN
2018-03-24 15:30:00,29.577,NaN,NaN
2018-03-24 15:45:00,29.578,NaN,NaN
2018-03-24 16:00:00,29.578,NaN,NaN
2018-03-24 16:15:00,29.577,NaN,NaN
2018-03-24 16:30:00,29.577,NaN,NaN
2018-03-24 16:45:00,29.576,NaN,NaN
2018-03-24 17:00:00,29.576,NaN,NaN
2018-03-24 17:15:00,29.577,NaN,NaN
2018-03-24 17:30:00,29.578,NaN,NaN
2018-03-24 17:45:00,29.577,NaN,NaN
2018-03-24 18:00:00,29.576,NaN,NaN
2018-03-24 18:15:00,29.576,NaN,NaN
2018-03-24 18:30:00,29.576,NaN,NaN
2018-03-24 18:45:00,29.575,NaN,NaN
2018-03-24 19:00:00,29.575,NaN,NaN
2018-03-24 19:15:00,29.575,NaN,NaN
2018-03-24 19:30:00,29.575,NaN,NaN
2018-03-24 19:45:00,29.575,NaN,NaN
2018-03-24 20:00:00,29.574,NaN,NaN
2018-03-24 20:15:00,29.574,NaN,NaN
2018-03-24 20:30:00,29.574,NaN,NaN
2018-03-24 20:45:00,29.574,NaN,NaN
2018-03-24 21:00:00,29.574,NaN,NaN
2018-03-24 21:15:00,29.574,NaN,NaN
2018-03-24 21:30:00,29.574,NaN,NaN
2018-03-24 21:45:00,29.574,NaN,NaN
2018-03-24 22:00:00,29.574,NaN,NaN
2018-03-24 22:15:00,29.573,NaN,NaN
2018-03-24 22:30:00,29.573,NaN,NaN
2018-03-24 22:45:00,29.573,NaN,NaN
2018-03-24 23:00:00,29.573,NaN,NaN
2018-03-24 23:15:00,29.573,NaN,NaN
2018-03-24 23:30:00,29.572,NaN,NaN
2018-03-24 23:45:00,29.572,NaN,NaN
2018-03-25 00:00:00,29.573,NaN,NaN
2018-03-25 00:15:00,29.573,NaN,NaN
2018-03-25 00:30:00,29.573,NaN,NaN
2018-03-25 00:45:00,29.573,NaN,NaN
2018-03-25 01:00:00,29.572,NaN,NaN
2018-03-25 01:15:00,29.573,NaN,NaN
2018-03-25 01:30:00,29.573,NaN,NaN
2018-03-25 01:45:00,29.572,NaN,NaN
2018-03-25 02:00:00,29.572,NaN,NaN
2018-03-25 02:15:00,29.572,NaN,NaN
2018-03-25 02:30:00,29.572,NaN,NaN
2018-03-25 02:45:00,29.572,NaN,NaN
2018-03-25 03:00:00,29.572,NaN,NaN
2018-03-25 03:15:00,29.572,NaN,NaN
2018-03-25 03:30:00,29.572,NaN,NaN
2018-03-25 03:45:00,29.572,NaN,NaN
2018-03-25 04:00:00,29.572,NaN,NaN
2018-03-25 04:15:00,29.572,NaN,NaN
2018-03-25 04:30:00,29.572,NaN,NaN
2018-03-25 04:45:00,29.572,NaN,NaN
2018-03-25 05:00:00,29.572,NaN,NaN
2018-03-25 05:15:00,29.572,NaN,NaN
2018-03-25 05:30:00,29.571,NaN,NaN
2018-03-25 05:45:00,29.571,NaN,NaN
2018-03-25 06:00:00,29.571,NaN,NaN
2018-03-25 06:15:00,29.571,NaN,NaN
2018-03-25 06:30:00,29.571,NaN,NaN
2018-03-25 06:45:00,29.570,NaN,NaN
2018-03-25 07:00:00,29.570,NaN,NaN
2018-03-25 07:15:00,29.570,NaN,NaN
2018-03-25 07:30:00,29.570,NaN,NaN
2018-03-25 07:45:00,29.570,NaN,NaN
2018-03-25 08:00:00,29.570,NaN,NaN
2018-03-25 08:15:00,29.570,NaN,NaN
2018-03-25 08:30:00,29.570,NaN,NaN
2018-03-25 08:45:00,29.569,NaN,NaN
2018-03-25 09:00:00,29.569,NaN,NaN
2018-03-25 09:15:00,29.569,NaN,NaN
2018-03-25 09:30:00,29.569,NaN,NaN
2018-03-25 09:45:00,29.569,NaN,NaN
2018-03-25 10:00:00,29.569,NaN,NaN
2018-03-25 10:15:00,29.568,NaN,NaN
2018-03-25 10:30:00,29.566,NaN,NaN
2018-03-25 10:45:00,29.567,NaN,NaN
2018-03-25 11:00:00,29.568,NaN,NaN
2018-03-25 11:15:00,29.567,NaN,NaN
2018-03-25 11:30:00,29.567,NaN,NaN
2018-03-25 11:45:00,29.567,NaN,NaN
2018-03-25 12:00:00,29.568,NaN,NaN
2018-03-25 12:15:00,29.568,NaN,NaN
2018-03-25 12:30:00,29.569,NaN,NaN
2018-03-25 12:45:00,29.568,NaN,NaN
2018-03-25 13:00:00,29.568,NaN,NaN
2018-03-25 13:15:00,29.569,NaN,NaN
2018-03-25 13:30:00,29.569,NaN,NaN
2018-03-25 13:45:00,29.569,NaN,NaN
2018-03-25 14:00:00,29.568,NaN,NaN
2018-03-25 14:15:00,29.568,NaN,NaN
2018-03-25 14:30:00,29.568,NaN,NaN
2018-03-25 14:45:00,29.568,NaN,NaN
2018-03-25 15:00:00,29.568,NaN,NaN
2018-03-25 15:15:00,29.568,NaN,NaN
2018-03-25 15:30:00,29.568,NaN,NaN
2018-03-25 15:45:00,29.567,NaN,NaN
2018-03-25 16:00:00,29.567,NaN,NaN
2018-03-25 16:15:00,29.567,NaN,NaN
2018-03-25 16:30:00,29.568,NaN,NaN
2018-03-25 16:45:00,29.567,NaN,NaN
2018-03-25 17:00:00,29.567,NaN,NaN
2018-03-25 17:15:00,29.567,NaN,NaN
2018-03-25 17:30:00,29.567,NaN,NaN
2018-03-25 17:45:00,29.567,NaN,NaN
2018-03-25 18:00:00,29.567,NaN,NaN
2018-03-25 18:15:00,29.566,NaN,NaN
2018-03-25 18:30:00,29.565,NaN,NaN
2018-03-25 18:45:00,29.566,NaN,NaN
2018-03-25 19:00:00,29.566,NaN,NaN
2018-03-25 19:15:00,29.565,NaN,NaN
2018-03-25 19:30:00,29.564,NaN,NaN
2018-03-25 19:45:00,29.565,NaN,NaN
2018-03-25 20:00:00,29.566,NaN,NaN
2018-03-25 20:15:00,29.565,NaN,NaN
2018-03-25 20:30:00,29.564,NaN,NaN
2018-03-25 20:45:00,29.564,NaN,NaN
2018-03-25 21:00:00,29.564,NaN,NaN
2018-03-25 21:15:00,29.563,NaN,NaN
2018-03-25 21:30:00,29.563,NaN,NaN
2018-03-25 21:45:00,29.562,NaN,NaN
2018-03-25 22:00:00,29.560,NaN,NaN
2018-03-25 22:15:00,29.562,NaN,NaN
2018-03-25 22:30:00,29.563,NaN,NaN
2018-03-25 22:45:00,29.562,NaN,NaN
2018-03-25 23:00:00,29.562,NaN,NaN
2018-03-25 23:15:00,29.562,NaN,NaN
2018-03-25 23:30:00,29.562,NaN,NaN
2018-03-25 23:45:00,29.562,NaN,NaN
2018-03-26 00:00:00,29.562,NaN,NaN
2018-03-26 00:15:00,29.562,NaN,NaN
2018-03-26 00:30:00,29.563,NaN,NaN
2018-03-26 00:45:00,29.562,NaN,NaN
2018-03-26 01:00:00,29.562,NaN,NaN
2018-03-26 01:15:00,29.562,NaN,NaN
2018-03-26 01:30:00,29.562,NaN,NaN
2018-03-26 01:45:00,29.562,NaN,NaN
2018-03-26 02:00:00,29.561,NaN,NaN
2018-03-26 02:15:00,29.561,NaN,NaN
2018-03-26 02:30:00,29.561,NaN,NaN
2018-03-26 02:45:00,29.561,NaN,NaN
2018-03-26 03:00:00,29.561,NaN,NaN
2018-03-26 03:15:00,29.561,NaN,NaN
2018-03-26 03:30:00,29.561,NaN,NaN
2018-03-26 03:45:00,29.561,NaN,NaN
2018-03-26 04:00:00,29.561,NaN,NaN
2018-03-26 04:15:00,29.561,NaN,NaN
2018-03-26 04:30:00,29.560,NaN,NaN
2018-03-26 04:45:00,29.560,NaN,NaN
2018-03-26 05:00:00,29.559,NaN,NaN
2018-03-26 05:15:00,29.559,NaN,NaN
2018-03-26 05:30:00,29.559,NaN,NaN
2018-03-26 05:45:00,29.559,NaN,NaN
2018-03-26 06:00:00,29.559,NaN,NaN
2018-03-26 06:15:00,29.559,NaN,NaN
2018-03-26 06:30:00,29.559,NaN,NaN
2018-03-26 06:45:00,29.559,NaN,NaN
2018-03-26 07:00:00,29.559,NaN,NaN
2018-03-26 07:15:00,29.559,NaN,NaN
2018-03-26 07:30:00,29.559,NaN,NaN
2018-03-26 07:45:00,29.559,NaN,NaN
2018-03-26 08:00:00,29.558,NaN,NaN
2018-03-26 08:15:00,29.558,NaN,NaN
2018-03-26 08:30:00,29.559,NaN,NaN
2018-03-26 08:45:00,29.558,NaN,NaN
2018-03-26 09:00:00,29.558,NaN,NaN
2018-03-26 09:15:00,29.557,NaN,NaN
2018-03-26 09:30:00,29.557,NaN,NaN
2018-03-26 09:45:00,29.558,NaN,NaN
2018-03-26 10:00:00,29.558,NaN,NaN
2018-03-26 10:15:00,29.557,NaN,NaN
2018-03-26 10:30:00,29.555,NaN,NaN
2018-03-26 10:45:00,29.556,NaN,NaN
2018-03-26 11:00:00,29.557,NaN,NaN
2018-03-26 11:15:00,29.557,NaN,NaN
2018-03-26 11:30:00,29.557,NaN,NaN
2018-03-26 11:45:00,29.557,NaN,NaN
2018-03-26 12:00:00,29.557,NaN,NaN
2018-03-26 12:15:00,29.557,NaN,NaN
2018-03-26 12:30:00,29.558,NaN,NaN
2018-03-26 12:45:00,29.557,NaN,NaN
2018-03-26 13:00:00,29.557,NaN,NaN
2018-03-26 13:15:00,29.558,NaN,NaN
2018-03-26 13:30:00,29.558,NaN,NaN
2018-03-26 13:45:00,29.557,NaN,NaN
2018-03-26 14:00:00,29.556,NaN,NaN
2018-03-26 14:15:00,29.557,NaN,NaN
2018-03-26 14:30:00,29.557,NaN,NaN
2018-03-26 14:45:00,29.557,NaN,NaN
2018-03-26 15:00:00,29.557,NaN,NaN
2018-03-26 15:15:00,29.557,NaN,NaN
2018-03-26 15:30:00,29.557,NaN,NaN
2018-03-26 15:45:00,29.556,NaN,NaN
2018-03-26 16:00:00,29.555,NaN,NaN
2018-03-26 16:15:00,29.556,NaN,NaN
2018-03-26 16:30:00,29.558,NaN,NaN
2018-03-26 16:45:00,29.557,NaN,NaN
2018-03-26 17:00:00,29.556,NaN,NaN
2018-03-26 17:15:00,29.556,NaN,NaN
